"STATE" "FSCS ID" "LIBRARY ID" "LIBRARY NAME" "LOCALE" "SERVICE AREA POPULATION" "LOCATION" "ADDRESS" "LATITUDE" "LONGITUDE" "UNDUPLICATED POPULATION" "CENTRAL LIBRARIES" "BRANCH LIBRARIES" "BOOKMOBILES" "MLS LIBRARIAN STAFF" "LIBRARIAN STAFF" "OTHER STAFF" "TOTAL STAFF" "LOCAL REVENUE" "STATE REVENUE" "FEDERAL REVENUE" "OTHER REVENUE" "TOTAL REVENUE" "SALARIES" "BENEFITS" "TOTAL STAFF EXPENDITURES" "PRINT EXPENDITURES" "ELECTRONIC EXPENDITURES" "OTHER COLLECTION EXPENDITURES" "TOTAL COLLECTION EXPENDITURES" "OTHER EXPENDITURES" "TOTAL EXPENDITURES" "LOCAL CAPITAL REVENUE" "STATE CAPITAL REVENUE" "FEDERAL CAPITAL REVENUE" "OTHER CAPITAL REVENUE" "TOTAL CAPITAL REVENUE" "CAPITAL EXPENDITURES" "PRINT MATERIALS" "EBOOKS" "AUDIO MATERIALS" "AUDIO DOWNLOADS" "VIDEO MATERIALS" "VIDEO DOWNLOADS" "LOCAL DATABASES" "STATE DATABASES" "TOTAL DATABASES" "PRINT SERIALS" "HOURS" "VISITS" "REFERENCES" "USERS" "TOTAL CIRCULATION" "KIDS CIRCULATION" "ELECTRONIC CIRCULATION" "LOANS TO" "LOANS FROM" "TOTAL PROGRAMS" "KIDS PROGRAMS" "YA PROGRAMS" "PROGRAM AUDIENCE" "KIDS PROGRAM AUDIENCE" "YA PROGRAM AUDIENCE" "COMPUTERS" "COMPUTER USES" "WIFI SESSIONS" "YEAR" "START DATE" "END DATE" "REPORTING STATUS" "BEA REGION" "STRUCTURE CHANGE" "NAME CHANGE" "ADDRESS CHANGE" "INTERLIBRARY RELATIONSHIP" "MAILING ADDRESS" "MAILING CITY" "MAILING ZIP" "PHONE" "COUNTY" "COUNTY POPULATION" "LEGAL BASIS" "ADMINISTRATIVE STRUCTURE" "FSCS DEFINITION" "LSABOUND" "CollectionSpace" "seatsPer" "WorkSpace" "GrossArea" "Size" "Distance" "Weight" "SizeWeight"
"AL" "AL0014" "101-004" "CHEROKEE COUNTY PUBLIC LIBRARY" 32 3574 "310 MARY STREET
CENTRE, AL 35960
(34.149362, -85.676366)" "310 MARY STREET
CENTRE, AL 35960
" 34.149362 -85.676366 3574 1 0 0 0.9 0.9 1.9 2.8 137178 10800 0 23119 171097 68021 16415 84436 14336 0 8325 22661 49541 156638 0 0 0 0 0 0 32438 0 1263 0 18 0 0 57 57 15 1990 40778 9010 12400 90419 10388 0 2 89 246 135 3 2578 1783 8 23 9135 2080 2015 2013-10-01 2014-09-30 1 5 0 0 0 "ME" "310 MARY STREET" "CENTRE" 35960 2569275838 "CHEROKEE" 26037 "CO" "SO" "Y" "N" 439577 10 1492.2 516050.964 655384.72428 87.6479517719392 0.000130171664080374 85.3125201723847
"AL" "AL0061" "999-042" "LEIGHTON PUBLIC LIBRARY" 41 5102 "8740 MAIN STREET
LEIGHTON, AL 35646
(34.700231, -87.528957)" "8740 MAIN STREET
LEIGHTON, AL 35646
" 34.700231 -87.528957 5102 1 0 0 0 1 0 1 5000 4897 4610 5871 20378 NA NA NA 1260 0 452 1712 NA 14276 0 0 0 0 0 0 7304 0 56 0 517 0 0 57 57 0 823 2000 2123 761 1617 409 0 0 0 7 4 0 257 200 0 7 1600 -1 2015 2013-10-01 2014-09-30 2 5 0 0 0 "NO" "P O BOX 484" "LEIGHTON" 35646 2564465380 "COLBERT" 54543 "MJ" "SO" "Y" "N" 102716 7 1221.42 121606.7814 154440.612378 96.04576075442 0.000108403573369402 16.741914255134
"AL" "AL0063" "516-004" "ROGERSVILLE PUBLIC LIBRARY" 42 1250 "74 BANK STREET
ROGERSVILLE, AL 35652
(34.824235, -87.292073)" "74 BANK STREET
ROGERSVILLE, AL 35652
" 34.824235 -87.292073 1250 1 0 0 1 1 1.5 2.5 71651 10060 4000 20728 106439 58093 7999 66092 12174 0 7770 19944 20313 106349 5665 0 0 7215 12880 12880 35858 0 860 0 1475 0 2 57 59 26 2080 21535 3405 4071 44382 19330 0 0 0 143 67 21 2444 1550 130 10 4341 2417 2015 2013-10-01 2014-09-30 1 5 0 0 0 "ME" "PO BOX 190" "ROGERSVILLE" 35652 2562470151 "LAUDERDALE" 93096 "CI" "SO" "Y" "N" 497297 14.25 909.375 582901.45875 740284.8526125 80.1079688676691 0.000155829098881273 115.357921498062
"AL" "AL0076" "107-001" "ATHENS - LIMESTONE PUBLIC LIBRARY" 31 87654 "405 EAST SOUTH STREET
ATHENS, AL 35611
(34.799816, -86.964579)" "405 EAST SOUTH STREET
ATHENS, AL 35611
" 34.799816 -86.964579 87654 1 0 0 3 7 4.05 11.05 290000 84139 35125 120329 529593 285118 120786 405904 23173 10000 4000 37173 43411 486488 0 0 0 0 0 0 72829 89801 1484 4858 2585 25 2 57 59 34 2347 73556 61003 10182 134642 70619 6279 0 23 347 144 67 6287 3459 556 16 14674 2171 2015 2013-10-01 2014-09-30 1 5 0 0 0 "NO" "405 EAST SOUTH STREET" "ATHENS" 35611 2562321233 "LIMESTONE" 90787 "CO" "SO" "Y" "N" 1000836 2.25 7574.145 1179839.86965 1498396.6344555 65.4775073694086 0.000233246815875811 349.496243905777
"AL" "AL0077" "107-002" "DECATUR PUBLIC LIBRARY" 13 89412 "504 CHERRY STREET NE
DECATUR, AL 35601
(34.606014, -86.981431)" "504 CHERRY STREET NE
DECATUR, AL 35601
" 34.606014 -86.981431 89412 1 0 0 1 15.48 3.88 19.36 439200 85826 10000 361996 897022 453397 153742 607139 63645 19650 23861 107156 182727 897022 0 0 0 0 0 0 106630 43229 3273 4350 5652 0 1 57 58 155 3172 229976 20985 34824 204208 73863 19839 526 114 225 195 9 7930 6919 60 38 48961 -1 2015 2013-10-01 2014-09-30 1 5 0 0 0 "ME" "P. O. BOX 1766" "DECATUR" 35602 2563532993 "MORGAN" 119607 "CI" "SO" "Y" "N" 1505940 2.25 8939.31 1772408.7927 2250959.166729 75.1476996976524 0.000177079634790115 398.599027171832
"AL" "AL0078" "107-003" "HARTSELLE - WILLIAM BRADFORD HUIE LIBRARY OF HARTSELLE" 23 22954 "152 SPARKMAN STREET NW
HARTSELLE, AL 35640
(34.444159, -86.934983)" "152 SPARKMAN STREET NW
HARTSELLE, AL 35640
