"STATE" "FSCS ID" "LIBRARY ID" "LIBRARY NAME" "LOCALE" "SERVICE AREA POPULATION" "LOCATION" "ADDRESS" "LATITUDE" "LONGITUDE" "UNDUPLICATED POPULATION" "CENTRAL LIBRARIES" "BRANCH LIBRARIES" "BOOKMOBILES" "MLS LIBRARIAN STAFF" "LIBRARIAN STAFF" "OTHER STAFF" "TOTAL STAFF" "LOCAL REVENUE" "STATE REVENUE" "FEDERAL REVENUE" "OTHER REVENUE" "TOTAL REVENUE" "SALARIES" "BENEFITS" "TOTAL STAFF EXPENDITURES" "PRINT EXPENDITURES" "ELECTRONIC EXPENDITURES" "OTHER COLLECTION EXPENDITURES" "TOTAL COLLECTION EXPENDITURES" "OTHER EXPENDITURES" "TOTAL EXPENDITURES" "LOCAL CAPITAL REVENUE" "STATE CAPITAL REVENUE" "FEDERAL CAPITAL REVENUE" "OTHER CAPITAL REVENUE" "TOTAL CAPITAL REVENUE" "CAPITAL EXPENDITURES" "PRINT MATERIALS" "EBOOKS" "AUDIO MATERIALS" "AUDIO DOWNLOADS" "VIDEO MATERIALS" "VIDEO DOWNLOADS" "LOCAL DATABASES" "STATE DATABASES" "TOTAL DATABASES" "PRINT SERIALS" "HOURS" "VISITS" "REFERENCES" "USERS" "TOTAL CIRCULATION" "KIDS CIRCULATION" "ELECTRONIC CIRCULATION" "LOANS TO" "LOANS FROM" "TOTAL PROGRAMS" "KIDS PROGRAMS" "YA PROGRAMS" "PROGRAM AUDIENCE" "KIDS PROGRAM AUDIENCE" "YA PROGRAM AUDIENCE" "COMPUTERS" "COMPUTER USES" "WIFI SESSIONS" "YEAR" "START DATE" "END DATE" "REPORTING STATUS" "BEA REGION" "STRUCTURE CHANGE" "NAME CHANGE" "ADDRESS CHANGE" "INTERLIBRARY RELATIONSHIP" "MAILING ADDRESS" "MAILING CITY" "MAILING ZIP" "PHONE" "COUNTY" "COUNTY POPULATION" "LEGAL BASIS" "ADMINISTRATIVE STRUCTURE" "FSCS DEFINITION" "LSABOUND" "CollectionSpace" "seatsPer" "WorkSpace" "GrossArea" "Size" "Distance"
"KS" "KS0018" "KS0120" "GYPSUM COMMUNITY LIBRARY" 42 399 "521 MAPLE ST.
GYPSUM, KS 67448
(38.70609, -97.427632)" "521 MAPLE ST.
GYPSUM, KS 67448
" 38.70609 -97.427632 399 1 0 0 0 0.38 0 0.38 6759 4124 0 1532 12415 NA NA NA 373 0 47 420 NA 12988 0 0 0 0 0 0 5928 2 55 0 258 0 0 52 52 32 780 1993 20 323 2111 1046 2 11 275 52 40 0 519 435 0 3 597 -1 2015 2014-01-01 2014-12-31 2 4 0 0 0 "ME" "521 MAPLE ST." "GYPSUM" 67448 7855364319 "SALINE" 55755 "CI" "SO" "Y" "N" 81684 22.5 326.325 95952.08025 121859.1419175 74.9211029677173
"KS" "KS0028" "KS0160" "KANOPOLIS PUBLIC LIBRARY" 42 482 "221 N. KANSAS
KANOPOLIS, KS 67454
(38.71171, -98.157913)" "221 N. KANSAS
KANOPOLIS, KS 67454
" 38.71171 -98.157913 482 1 0 0 0 0.4 0 0.4 9671 4199 0 0 13870 NA NA NA 1463 0 627 2090 NA 9639 0 0 0 0 0 0 6520 0 50 7.432432 598 0 0 52 52 9 832 1783 0 509 1509 306 0 123 185 38 38 0 148 148 0 3 423 -1 2015 2014-01-01 2014-12-31 2 4 0 0 0 "ME" "PO BOX 205" "KANOPOLIS" 67454 7854723053 "ELLSWORTH" 6392 "CI" "SO" "Y" "N" 93436 22.5 385.35 109770.9795 139409.143965 89.4938813186184
"KS" "KS0032" "KS0147" "INDEPENDENT TOWNSHIP" 43 754 "108 MAIN
CLAFLIN, KS 67525
(38.522551, -98.533616)" "108 MAIN
CLAFLIN, KS 67525
" 38.522551 -98.533616 754 1 0 0 0 0.48 0.05 0.53 30590 4904 269 0 35763 NA NA NA 2548 0 400 2948 NA 31236 3000 0 0 0 3000 0 11191 0 180 0 540 0 0 52 52 10 988 1350 60 325 2486 486 0 337 152 27 26 0 385 360 0 5 850 10 2015 2014-01-01 2014-12-31 1 4 0 0 0 "ME" "PO BOX 163" "CLAFLIN" 67525 6205873488 "BARTON" 27385 "CI" "SO" "Y" "N" 155198 22.5 588.45 182270.1465 231483.086055 93.1124321618683
"KS" "KS0043" "KS0150" "J.H. ROBBINS MEMORIAL LIBRARY" 33 3077 "219 N. LINCOLN AVE.
ELLSWORTH, KS 67439
(38.72913, -98.229652)" "219 N. LINCOLN AVE.
ELLSWORTH, KS 67439
" 38.72913 -98.229652 3077 1 0 0 0 1 2.23 3.23 166216 10780 2019 18091 197106 56879 23546 80425 16983 672 1366 19021 29770 129216 0 0 0 0 0 0 16168 17 718 2 1351 0 1 52 53 52 1872 22100 2860 2399 17034 7198 5 213 148 331 144 31 2379 1911 104 7 3922 -1 2015 2014-01-01 2014-12-31 1 4 0 0 0 "ME" "219 N. LINCOLN AVE." "ELLSWORTH" 67439 7854723969 "ELLSWORTH" 6392 "CI" "SO" "Y" "N" 238072 10 1407.6 280191.132 355842.73764 92.6809038694701
"KS" "KS0044" "KS0079" "ELLINWOOD SCHOOL COMMUNITY LIBRARY" 42 2114 "210 N. SCHILLER
ELLINWOOD, KS 67526
(38.355799, -98.577623)" "210 N. SCHILLER
ELLINWOOD, KS 67526
" 38.355799 -98.577623 2114 1 0 0 0 3.28 0 3.28 18341 10090 733 3623 32787 1800 138 1938 9185 0 3016 12201 15855 29994 1800 0 0 599 2399 0 28342 190 956 22 977 0 1 52 53 57 2840 21210 3302 2820 23104 12213 212 214 591 140 110 17 4280 2113 582 9 2912 -1 2015 2014-01-01 2014-12-31 1 4 0 0 0 "ME" "210 N. SCHILLER" "ELLINWOOD" 67526 6205642306 "BARTON" 27385 "CI" "SO" "Y" "N" 394721 14.25 1395.735 463456.57995 588589.8565365 87.942978433872
"KS" "KS0052" "KS0117" "GREAT BEND PUBLIC LIBRARY" 33 15901 "1409 WILLIAMS
GREAT BEND, KS 67530
(38.365851, -98.766558)" "1409 WILLIAMS
GREAT BEND, KS 67530
" 38.365851 -98.766558 15901 1 0 0 1.25 1.25 11.43 12.68 7e+05 22903 212 69392 792507 337821 133766 471587 34216 2850 0 37066 282813 791466 75000 0 0 0 75000 75000 69777 355 1964 0 2678 0 1 52 53 122 3088 119504 3202 13861 161844 62275 1016 846 894 643 362 138 21117 14866 2088 27 29147 -1 2015 2014-01-01 2014-12-31 1 4 0 0 0 "HQ" "1409 WILLIAMS" "GREAT BEND" 67530 6207922409 "BARTON" 27385 "CI" "SO" "Y" "N" 970248 4.5 4048.635 1139927.06295 1447707.3699465 96.9450770885814
"KS" "KS0054" "KS0271" "SALINA PUBLIC LIBRARY" 33 47846 "301 W. ELM STREET
SALINA, KS 67401
(38.845133, -97.611348)" "301 W. ELM STREET
SALINA, KS 67401
" 38.845133 -97.611348 47846 1 0 0 7 7 29.24 36.24 2752648 71441 437 105774 2930300 1320357 405305 1725662 147984 46102 82607 276693 567845 2570200 160000 0 0 0 160000 30399 242166 9898 15078 1277 22060 23 14 52 66 261 3692 295125 36875 39842 544579 171970 21744 2032 2064 1516 605 3 36138 26914 203 70 67305 34965 2015 2014-01-01 2014-12-31 1 4 0 0 0 "ME" "301 W. ELM STREET" "SALINA" 67401 7858254624 "SALINE" 55755 "CI" "SO" "Y" "N" 3637495 3 9742.14 4267267.4538 5419429.666326 86.1717928050783
"KS" "KS0056" "KS0034" "BURNS PUBLIC LIBRARY" 43 217 "104 NORTH WASHINGTON AVE
BURNS, KS 66840
(38.089352, -96.886623)" "104 NORTH WASHINGTON AVE
BURNS, KS 66840
" 38.089352 -96.886623 217 1 0 0 0 0.25 0 0.25 9505 2305 0 2 11812 NA NA NA 1444 0 225 1669 NA 11998 0 0 0 0 0 0 6784 0 79 0 354 0 1 52 53 5 689 1594 948 92 1722 1302 0 0 23 8 6 0 22 18 0 4 773 -1 2015 2014-01-01 2014-12-31 2 4 0 0 0 "ME" "104 NORTH WASHINGTON AVE/ P.O. BOX" "BURNS" 66840 6207265717 "MARION" 12208 "CI" "SO" "Y" "N" 94066 22.5 183.975 110272.47075 140046.0378525 37.3932202824189
"KS" "KS0058" "KS0081" "ELM CREEK TOWNSHIP LIBRARY" 43 299 "213 NORTH 5TH ST.
WILSEY, KS 66873
(38.637252, -96.676747)" "213 NORTH 5TH ST.
WILSEY, KS 66873
" 38.637252 -96.676747 299 1 0 0 0 0.25 0 0.25 7000 109 0 435 7544 NA NA NA 109 0 0 109 NA 7756 0 0 0 0 0 0 6664 0 34 0 46 0 0 52 52 0 520 425 15 180 864 459 0 0 8 2 2 0 32 32 0 4 280 60 2015 2014-01-01 2014-12-31 1 4 0 0 0 "ME" "213 NORTH 5TH ST." "WILSEY" 66873 7854972289 "MORRIS" 5698 "CI" "SO" "Y" "N" 87852 22.5 239.325 103066.85025 130894.8998175 76.2493819113224
"KS" "KS0061" "KS0110" "GOESSEL PUBLIC LIBRARY" 42 517 "101 S. CEDAR
GOESSEL, KS 67053
(38.245954, -97.34934)" "101 S. CEDAR
GOESSEL, KS 67053
" 38.245954 -97.34934 517 1 0 0 0 0.62 0.01 0.63 24116 1511 0 3663 29290 NA NA NA 5390 0 887 6277 NA 23848 7 0 0 0 7 0 7573 0 74 0 627 0 0 52 52 19 936 4827 198 321 9775 5680 0 23 26 33 31 1 551 530 11 3 826 -1 2015 2014-01-01 2014-12-31 1 4 0 0 0 "ME" "101 S. CEDAR" "GOESSEL" 67053 6203678440 "MARION" 12208 "CI" "SO" "Y" "N" 107944 22.5 443.475 126813.34575 161052.9491025 42.8112005303318
"KS" "KS0062" "KS0140" "HOPE COMMUNITY LIBRARY" 43 355 "216 N. MAIN
HOPE, KS 67451
(38.690683, -97.077756)" "216 N. MAIN
HOPE, KS 67451
" 38.690683 -97.077756 355 1 0 0 0 0.4 0 0.4 11316 1380 0 0 12696 NA NA NA 1250 0 0 1250 NA 9253 0 0 0 0 0 0 2960 0 11 0 160 0 0 52 52 0 832 832 260 142 1961 1031 0 55 28 238 238 0 2592 2592 0 3 526 -1 2015 2014-01-01 2014-12-31 2 4 0 0 0 "ME" "216 N. MAIN" "HOPE" 67451 7853667219 "DICKINSON" 19394 "CI" "SO" "Y" "N" 40838 22.5 299.625 48131.02125 61126.3969875 73.8465732496643
"KS" "KS0064" "KS0093" "FLORENCE PUBLIC LIBRARY" 43 447 "324 MAIN ST.
FLORENCE, KS 66851
(38.240603, -96.926429)" "324 MAIN ST.
FLORENCE, KS 66851
" 38.240603 -96.926429 447 1 0 0 0 0.34 0 0.34 11434 1617 0 2787 15838 NA NA NA 2042 124 0 2166 NA 14253 0 0 0 0 0 0 6426 0 0 0 429 0 0 52 52 16 702 4940 427 438 4936 1435 0 0 8 15 14 1 124 121 3 5 2910 -1 2015 2014-01-01 2014-12-31 1 4 0 0 0 "ME" "324 MAIN ST." "FLORENCE" 66851 6208784649 "MARION" 12208 "CI" "SO" "Y" "N" 89548 22.5 352.725 105183.84825 133583.4872775 45.6872594670722
"KS" "KS0069" "KS0084" "ENTERPRISE PUBLIC LIBRARY" 42 834 "202 S. FACTORY
ENTERPRISE, KS 67441
(38.904077, -97.11736)" "202 S. FACTORY
ENTERPRISE, KS 67441
