"STATE" "FSCS ID" "LIBRARY ID" "LIBRARY NAME" "LOCALE" "SERVICE AREA POPULATION" "LOCATION" "ADDRESS" "LATITUDE" "LONGITUDE" "UNDUPLICATED POPULATION" "CENTRAL LIBRARIES" "BRANCH LIBRARIES" "BOOKMOBILES" "MLS LIBRARIAN STAFF" "LIBRARIAN STAFF" "OTHER STAFF" "TOTAL STAFF" "LOCAL REVENUE" "STATE REVENUE" "FEDERAL REVENUE" "OTHER REVENUE" "TOTAL REVENUE" "SALARIES" "BENEFITS" "TOTAL STAFF EXPENDITURES" "PRINT EXPENDITURES" "ELECTRONIC EXPENDITURES" "OTHER COLLECTION EXPENDITURES" "TOTAL COLLECTION EXPENDITURES" "OTHER EXPENDITURES" "TOTAL EXPENDITURES" "LOCAL CAPITAL REVENUE" "STATE CAPITAL REVENUE" "FEDERAL CAPITAL REVENUE" "OTHER CAPITAL REVENUE" "TOTAL CAPITAL REVENUE" "CAPITAL EXPENDITURES" "PRINT MATERIALS" "EBOOKS" "AUDIO MATERIALS" "AUDIO DOWNLOADS" "VIDEO MATERIALS" "VIDEO DOWNLOADS" "LOCAL DATABASES" "STATE DATABASES" "TOTAL DATABASES" "PRINT SERIALS" "HOURS" "VISITS" "REFERENCES" "USERS" "TOTAL CIRCULATION" "KIDS CIRCULATION" "ELECTRONIC CIRCULATION" "LOANS TO" "LOANS FROM" "TOTAL PROGRAMS" "KIDS PROGRAMS" "YA PROGRAMS" "PROGRAM AUDIENCE" "KIDS PROGRAM AUDIENCE" "YA PROGRAM AUDIENCE" "COMPUTERS" "COMPUTER USES" "WIFI SESSIONS" "YEAR" "START DATE" "END DATE" "REPORTING STATUS" "BEA REGION" "STRUCTURE CHANGE" "NAME CHANGE" "ADDRESS CHANGE" "INTERLIBRARY RELATIONSHIP" "MAILING ADDRESS" "MAILING CITY" "MAILING ZIP" "PHONE" "COUNTY" "COUNTY POPULATION" "LEGAL BASIS" "ADMINISTRATIVE STRUCTURE" "FSCS DEFINITION" "LSABOUND" "CollectionSpace" "seatsPer" "WorkSpace" "GrossArea" "Size" "Distance"
"AL" "AL0042" "103-006" "FLORALA PUBLIC LIBRARY" 43 6445 "1214 FOURTH STREET
FLORALA, AL 36442
(31.020628, -86.326526)" "1214 FOURTH STREET
FLORALA, AL 36442
" 31.020628 -86.326526 6445 1 0 0 0 1 2 3 62055 6187 0 5952 74194 39264 5504 44768 8703 0 2430 11133 18825 74726 0 0 0 0 0 0 16945 20801 201 0 1409 0 0 57 57 31 1960 18540 338 2916 15991 4329 973 0 0 88 55 0 665 525 0 10 5476 260 2015 2013-10-01 2014-09-30 1 5 0 0 0 "ME" "1214 FOURTH STREET" "FLORALA" 36442 3348583525 "COVINGTON" 37914 "CI" "SO" "Y" "N" 242068 7 1803.45 285329.5965 362368.587555 77.8980962166268
"AL" "AL0024" "999-035" "HEADLAND - BLANCHE R. SOLOMON MEMORIAL LIBRARY" 31 9642 "17 PARK STREET
HEADLAND, AL 36345
(31.352359, -85.341934)" "17 PARK STREET
HEADLAND, AL 36345
" 31.352359 -85.341934 9642 1 0 0 0 1 2 3 116550 8297 4000 8391 137238 63586 12167 75753 15143 1000 6253 22396 35601 133750 0 0 0 0 0 0 15276 20801 489 4903 522 25 0 57 57 30 2236 26000 6500 4171 20175 7827 456 0 0 43 33 0 1137 932 0 16 6000 2066 2015 2013-10-01 2014-09-30 1 5 0 0 0 "NO" "17 PARK ST." "HEADLAND" 36345 3346932706 "HENRY" 17190 "CI" "SO" "Y" "N" 212841 7 2474.82 251919.5094 319937.776938 89.4184668960058
"AL" "AL0026" "999-079" "OZARK - DALE COUNTY PUBLIC LIBRARY" 31 37931 "416 JAMES STREET
OZARK, AL 36360
(31.452208, -85.632765)" "416 JAMES STREET
OZARK, AL 36360
