"STATE" "FSCS ID" "LIBRARY ID" "LIBRARY NAME" "LOCALE" "SERVICE AREA POPULATION" "LOCATION" "ADDRESS" "LATITUDE" "LONGITUDE" "UNDUPLICATED POPULATION" "CENTRAL LIBRARIES" "BRANCH LIBRARIES" "BOOKMOBILES" "MLS LIBRARIAN STAFF" "LIBRARIAN STAFF" "OTHER STAFF" "TOTAL STAFF" "LOCAL REVENUE" "STATE REVENUE" "FEDERAL REVENUE" "OTHER REVENUE" "TOTAL REVENUE" "SALARIES" "BENEFITS" "TOTAL STAFF EXPENDITURES" "PRINT EXPENDITURES" "ELECTRONIC EXPENDITURES" "OTHER COLLECTION EXPENDITURES" "TOTAL COLLECTION EXPENDITURES" "OTHER EXPENDITURES" "TOTAL EXPENDITURES" "LOCAL CAPITAL REVENUE" "STATE CAPITAL REVENUE" "FEDERAL CAPITAL REVENUE" "OTHER CAPITAL REVENUE" "TOTAL CAPITAL REVENUE" "CAPITAL EXPENDITURES" "PRINT MATERIALS" "EBOOKS" "AUDIO MATERIALS" "AUDIO DOWNLOADS" "VIDEO MATERIALS" "VIDEO DOWNLOADS" "LOCAL DATABASES" "STATE DATABASES" "TOTAL DATABASES" "PRINT SERIALS" "HOURS" "VISITS" "REFERENCES" "USERS" "TOTAL CIRCULATION" "KIDS CIRCULATION" "ELECTRONIC CIRCULATION" "LOANS TO" "LOANS FROM" "TOTAL PROGRAMS" "KIDS PROGRAMS" "YA PROGRAMS" "PROGRAM AUDIENCE" "KIDS PROGRAM AUDIENCE" "YA PROGRAM AUDIENCE" "COMPUTERS" "COMPUTER USES" "WIFI SESSIONS" "YEAR" "START DATE" "END DATE" "REPORTING STATUS" "BEA REGION" "STRUCTURE CHANGE" "NAME CHANGE" "ADDRESS CHANGE" "INTERLIBRARY RELATIONSHIP" "MAILING ADDRESS" "MAILING CITY" "MAILING ZIP" "PHONE" "COUNTY" "COUNTY POPULATION" "LEGAL BASIS" "ADMINISTRATIVE STRUCTURE" "FSCS DEFINITION" "LSABOUND" "CollectionSpace" "seatsPer" "WorkSpace" "GrossArea" "Size" "Distance"
"NM" "NM0109" "NM0109-001" "MICHAEL NIVISON PUBLIC LIBRARY" 42 674 "90 SWALLOW PLACE
CLOUDCROFT, NM 88317
(32.956902, -105.742848)" "90 SWALLOW PLACE
CLOUDCROFT, NM 88317
" 32.956902 -105.742848 664 1 0 0 0 0.5 0.5 1 63114 9689 0 0 72803 NA NA NA 6100 0 0 6100 NA 48319 0 0 0 0 0 0 11609 0 1331 0 400 0 0 45 45 9 1490 9578 8 3269 7614 5893 0 0 119 12 10 0 270 235 0 7 1307 793 2015 2013-07-01 2014-06-30 1 6 0 0 0 "NO" "P.O. BOX 515" "CLOUDCROFT" 88317 5756821111 "OTERO" 65082 "CI" "SO" "Y" "N" 173852 22.5 604.95 204114.6315 259225.582005 22.1249943317442
"NM" "NM0001" "NM0001-002" "ALAMOGORDO PUBLIC LIBRARY" 33 56668 "920 OREGON AVENUE
ALAMOGORDO, NM 88310
(32.899078, -105.944547)" "920 OREGON AVENUE
ALAMOGORDO, NM 88310
" 32.899078 -105.944547 55844 1 0 0 3 5 9 14 740021 25322 3227 41018 809588 403698 134205 537903 41383 31962 17976 91321 126357 755581 0 60732 0 0 60732 60732 91280 2662 6864 5629 5142 0 8 45 53 88 2669 122786 12699 21044 218625 69755 5365 379 25 253 147 22 4341 3248 186 18 22071 -1 2015 2013-07-01 2014-06-30 1 6 0 0 0 "NO" "920 OREGON AVENUE" "ALAMOGORDO" 88310 5754394140 "OTERO" 65082 "CI" "SO" "Y" "N" 1344672 2.25 5925.09 1580198.5953 2006852.216031 9.76319080448516
"NM" "NM0003" "NM0003-002" "ARTESIA PUBLIC LIBRARY" 33 11301 "205 W. QUAY AVE.
ARTESIA, NM 88210
(32.840036, -104.399523)" "205 W. QUAY AVE.
ARTESIA, NM 88210
" 32.840036 -104.399523 11137 1 0 0 3 5 5 10 759021 6853 0 0 765874 383574 153789 537363 32032 50632 11828 94492 99067 730922 0 0 0 0 0 0 61995 17091 2167 5711 489 0 51 45 96 169 2077 46610 3017 14660 37620 22379 1148 335 362 159 154 4 4640 4007 613 31 7917 0 2015 2013-07-01 2014-06-30 1 6 0 0 15 "NO" "205 W. QUAY AVE." "ARTESIA" 88210 5757464252 "EDDY" 56395 "CI" "SO" "Y" "N" 844055 4.5 3025.635 991084.34295 1258677.1155465 98.7852226873777
"NM" "NM0018" "NM0018-002" "HATCH PUBLIC LIBRARY" 42 1644 "530 E. HALL
HATCH, NM 87937
(32.595052, -107.019294)" "530 E. HALL
HATCH, NM 87937
" 32.595052 -107.019294 1620 1 0 0 0 1 1 2 86566 12019 0 0 98585 NA NA NA 9205 1500 482 11187 NA 98585 0 0 0 0 0 0 10345 96 134 3 354 0 0 45 45 6 2171 10874 936 2082 5249 2877 199 0 18 163 38 30 2052 1071 338 6 2527 -1 2015 2013-07-01 2014-06-30 1 6 0 0 0 "NO" "P.O. BOX 289" "HATCH" 87937 5752675132 "DONA ANA" 213676 "CI" "SO" "Y" "N" 141177 14.25 1002.81 166350.3777 211264.979679 56.2435222199045
"NM" "NM0022" "NM0022-002" "THOMAS BRANIGAN MEMORIAL LIBRARY" 13 120001 "200 E. PICACHO AVE.
LAS CRUCES, NM 88001
(32.316336, -106.778939)" "200 E. PICACHO AVE.
LAS CRUCES, NM 88001
" 32.316336 -106.778939 118255 1 1 0 10 10 28 38 1862742 47453 0 0 1910195 1201707 396776 1598483 166950 90546 37103 294599 187010 2080092 0 0 0 0 0 0 184208 51082 11425 9362 18762 0 12 45 57 194 4888 314873 72811 51906 478675 150967 18357 2166 1814 932 437 54 19831 16228 806 26 90951 -1 2015 2013-07-01 2014-06-30 1 6 0 0 0 "NO" "200 E. PICACHO AVE." "LAS CRUCES" 88001 5755284000 "DONA ANA" 213676 "CI" "MO" "Y" "N" 2790827 2.25 13800.0675 3281413.668975 4167395.35959825 53.8685867768218
"NM" "NM0031" "NM0031-002" "ROSWELL PUBLIC LIBRARY" 33 48366 "301 N. PENNSYLVANIA AVE
ROSWELL, NM 88201
(33.395417, -104.526015)" "301 N. PENNSYLVANIA AVE
ROSWELL, NM 88201
" 33.395417 -104.526015 47662 1 0 0 4 7.5 15 22.5 1525702 21448 0 0 1547150 711573 260014 971587 119208 77049 24921 221178 343454 1536219 229830 0 0 0 229830 1390 159012 5096 8185 388 2262 0 14 45 59 130 3239 231266 12779 20018 263647 104436 14322 168 262 200 158 6 6622 6247 102 26 38228 -1 2015 2013-07-01 2014-06-30 2 6 0 0 0 "NO" "301 N. PENNSYLVANIA AVE" "ROSWELL" 88201 5756227101 "CHAVES" 65878 "CI" "SO" "Y" "N" 2205827 3 7727.94 2589859.2798 3289121.285346 98.8040983908109
"NM" "NM0032" "NM0032-002" "RUIDOSO PUBLIC LIBRARY" 33 15619 "107 KANSAS CITY ROAD
RUIDOSO, NM 88345
(33.349725, -105.661222)" "107 KANSAS CITY ROAD
RUIDOSO, NM 88345
