"STATE" "FSCS ID" "LIBRARY ID" "LIBRARY NAME" "LOCALE" "SERVICE AREA POPULATION" "LOCATION" "ADDRESS" "LATITUDE" "LONGITUDE" "UNDUPLICATED POPULATION" "CENTRAL LIBRARIES" "BRANCH LIBRARIES" "BOOKMOBILES" "MLS LIBRARIAN STAFF" "LIBRARIAN STAFF" "OTHER STAFF" "TOTAL STAFF" "LOCAL REVENUE" "STATE REVENUE" "FEDERAL REVENUE" "OTHER REVENUE" "TOTAL REVENUE" "SALARIES" "BENEFITS" "TOTAL STAFF EXPENDITURES" "PRINT EXPENDITURES" "ELECTRONIC EXPENDITURES" "OTHER COLLECTION EXPENDITURES" "TOTAL COLLECTION EXPENDITURES" "OTHER EXPENDITURES" "TOTAL EXPENDITURES" "LOCAL CAPITAL REVENUE" "STATE CAPITAL REVENUE" "FEDERAL CAPITAL REVENUE" "OTHER CAPITAL REVENUE" "TOTAL CAPITAL REVENUE" "CAPITAL EXPENDITURES" "PRINT MATERIALS" "EBOOKS" "AUDIO MATERIALS" "AUDIO DOWNLOADS" "VIDEO MATERIALS" "VIDEO DOWNLOADS" "LOCAL DATABASES" "STATE DATABASES" "TOTAL DATABASES" "PRINT SERIALS" "HOURS" "VISITS" "REFERENCES" "USERS" "TOTAL CIRCULATION" "KIDS CIRCULATION" "ELECTRONIC CIRCULATION" "LOANS TO" "LOANS FROM" "TOTAL PROGRAMS" "KIDS PROGRAMS" "YA PROGRAMS" "PROGRAM AUDIENCE" "KIDS PROGRAM AUDIENCE" "YA PROGRAM AUDIENCE" "COMPUTERS" "COMPUTER USES" "WIFI SESSIONS" "YEAR" "START DATE" "END DATE" "REPORTING STATUS" "BEA REGION" "STRUCTURE CHANGE" "NAME CHANGE" "ADDRESS CHANGE" "INTERLIBRARY RELATIONSHIP" "MAILING ADDRESS" "MAILING CITY" "MAILING ZIP" "PHONE" "COUNTY" "COUNTY POPULATION" "LEGAL BASIS" "ADMINISTRATIVE STRUCTURE" "FSCS DEFINITION" "LSABOUND" "CollectionSpace" "seatsPer" "WorkSpace" "GrossArea" "Size" "Distance"
"FL" "FL0001" "FSCS5000" "MARION COUNTY PUBLIC LIBRARY SYSTEM" 31 337455 "2720 EAST SILVER SPRINGS BLVD.
OCALA, FL 34470
(29.18869, -82.10021)" "2720 EAST SILVER SPRINGS BLVD.
OCALA, FL 34470
" 29.18869 -82.10021 331512 1 7 2 23.5 40 67.8499999999999 107.85 5141547 162340 0 168447 5472334 3103173 1126738 4229911 243857 189708 0 433565 808858 5472334 0 0 0 0 0 0 519466 25375 23954 5505 27050 0 24 59 83 422 18435 849600 1126350 219118 1211059 405238 37410 2390 1938 2061 1191 112 46690 33225 3020 212 265197 -1 2015 2013-10-01 2014-09-30 1 5 0 0 0 "NO" "2720 EAST SILVER SPRINGS BLVD." "OCALA" 34470 3526718551 "MARION" 339167 "CO" "MO" "Y" "N" 7431136 2.25 38955.7125 8740007.303625 11099809.2756038 95.0881998371309
"FL" "FL0005" "FSCS5060" "ORANGE COUNTY LIBRARY DISTRICT" 21 1182511 "101 EAST CENTRAL BLVD.
ORLANDO, FL 32801
(28.542187, -81.376276)" "101 EAST CENTRAL BLVD.
ORLANDO, FL 32801
" 28.542187 -81.376276 1161687 1 14 0 36 66 227 293 28662701 888331 177985 2092069 31821086 13309026 5494941 18803967 1785130 1744200 942188 4471518 11023507 34298992 18362 0 0 0 18362 2254737 1252212 212875 88435 46641 357976 15943 34 59 93 1064 44562 4157301 1384497 414848 13769726 2753945 3998237 367 392 24742 5766 1149 319052 169217 8450 527 818475 252409 2015 2013-10-01 2014-09-30 2 5 0 0 0 "NO" "101 EAST CENTRAL BLVD." "ORLANDO" 32801 4078357323 "ORANGE" 1253001 "LD" "MO" "Y" "N" 22119646 2.25 123769.4925 26024796.126225 33051491.0803057 82.6983476699137
"FL" "FL0018" "FSCS5016" "CITRUS COUNTY LIBRARY SYSTEM" 41 140798 "425 W. ROOSEVELT BOULEVARD
BEVERLY HILLS, FL 34465
(28.910327, -82.442133)" "425 W. ROOSEVELT BOULEVARD
BEVERLY HILLS, FL 34465
" 28.910327 -82.442133 138319 0 5 0 4 14 31.75 45.75 2784558 82935 0 150148 3017641 1260575 494900 1755475 177904 77613 17843 273360 559967 2588802 15000 0 0 0 15000 0 203699 9820 7597 621 11778 0 8 59 67 152 11916 473861 44261 92079 662731 96551 45604 3174 7643 2308 971 95 47672 22813 1735 133 165242 -1 2015 2013-10-01 2014-09-30 1 5 0 0 0 "ME" "425 W. ROOSEVELT BOULEVARD" "BEVERLY HILLS" 34465 3527469077 "CITRUS" 139377 "CO" "MO" "Y" "N" 2907923 2.25 16366.365 3421418.55705 4345201.5674535 72.9212405902203
"FL" "FL0035" "FL0035" "TAMPA-HILLSBOROUGH COUNTY PUBLIC LIBRARY" 21 1276410 "900 NORTH ASHLEY DRIVE
TAMPA, FL 33602
(27.951147, -82.46159)" "900 NORTH ASHLEY DRIVE
TAMPA, FL 33602
" 27.951147 -82.46159 1253932 1 24 2 119.7 119.7 199.42 319.12 33074197 971587 0 994456 35040240 13025588 3755520 16781108 2775379 2153431 653520 5582330 9644938 32008376 3030533 0 0 0 3030533 2280828 2071830 143324 64306 8222 299992 22085 124 59 183 2924 65362 4093381 646522 637690 9549327 3044911 3987168 1760 2483 11395 5545 1082 237222 172123 13810 1525 2089075 264008 2015 2013-10-01 2014-09-30 2 5 0 6 0 "NO" "900 NORTH ASHLEY DRIVE" "TAMPA" 33602 8132733660 "HILLSBOROUGH" 1316298 "CO" "MO" "Y" "N" 31776301 2.25 134025.675 37335082.20975 47415554.4063825 6.71332656659575
"FL" "FL0039" "FSCS5042" "LAKE COUNTY LIBRARY SYSTEM" 22 309736 "2401 WOODLEA RD.
TAVARES, FL 32778
(28.789553, -81.753016)" "2401 WOODLEA RD.
TAVARES, FL 32778
" 28.789553 -81.753016 304282 0 15 0 25.5 32.5 76.23 108.73 7129749 211535 0 192108 7533392 3600510 1277411 4877921 401035 70787 108578 580400 1084592 6542913 2277 0 0 0 2277 135014 495963 8936 32419 567 52639 54 636 59 695 910 33267 1797954 306554 78486 1857583 540481 136371 0 0 4509 2388 639 122338 83754 9846 446 477301 192568 2015 2013-10-01 2014-09-30 1 5 0 0 0 "ME" "P. O. BOX 7800" "TAVARES" 32778 3522536180 "LAKE" 315690 "CC" "MA" "Y" "N" 7585173 2.25 37216.68 8918195.9256 11326108.825512 78.5121704755558
"FL" "FL0042" "FL0042" "LEE COUNTY LIBRARY SYSTEM" 21 653485 "2345 UNION STREET
FORT MYERS, FL 33901
(26.638562, -81.865468)" "2345 UNION STREET
FORT MYERS, FL 33901
