"STATE" "FSCS ID" "LIBRARY ID" "LIBRARY NAME" "LOCALE" "SERVICE AREA POPULATION" "LOCATION" "ADDRESS" "LATITUDE" "LONGITUDE" "UNDUPLICATED POPULATION" "CENTRAL LIBRARIES" "BRANCH LIBRARIES" "BOOKMOBILES" "MLS LIBRARIAN STAFF" "LIBRARIAN STAFF" "OTHER STAFF" "TOTAL STAFF" "LOCAL REVENUE" "STATE REVENUE" "FEDERAL REVENUE" "OTHER REVENUE" "TOTAL REVENUE" "SALARIES" "BENEFITS" "TOTAL STAFF EXPENDITURES" "PRINT EXPENDITURES" "ELECTRONIC EXPENDITURES" "OTHER COLLECTION EXPENDITURES" "TOTAL COLLECTION EXPENDITURES" "OTHER EXPENDITURES" "TOTAL EXPENDITURES" "LOCAL CAPITAL REVENUE" "STATE CAPITAL REVENUE" "FEDERAL CAPITAL REVENUE" "OTHER CAPITAL REVENUE" "TOTAL CAPITAL REVENUE" "CAPITAL EXPENDITURES" "PRINT MATERIALS" "EBOOKS" "AUDIO MATERIALS" "AUDIO DOWNLOADS" "VIDEO MATERIALS" "VIDEO DOWNLOADS" "LOCAL DATABASES" "STATE DATABASES" "TOTAL DATABASES" "PRINT SERIALS" "HOURS" "VISITS" "REFERENCES" "USERS" "TOTAL CIRCULATION" "KIDS CIRCULATION" "ELECTRONIC CIRCULATION" "LOANS TO" "LOANS FROM" "TOTAL PROGRAMS" "KIDS PROGRAMS" "YA PROGRAMS" "PROGRAM AUDIENCE" "KIDS PROGRAM AUDIENCE" "YA PROGRAM AUDIENCE" "COMPUTERS" "COMPUTER USES" "WIFI SESSIONS" "YEAR" "START DATE" "END DATE" "REPORTING STATUS" "BEA REGION" "STRUCTURE CHANGE" "NAME CHANGE" "ADDRESS CHANGE" "INTERLIBRARY RELATIONSHIP" "MAILING ADDRESS" "MAILING CITY" "MAILING ZIP" "PHONE" "COUNTY" "COUNTY POPULATION" "LEGAL BASIS" "ADMINISTRATIVE STRUCTURE" "FSCS DEFINITION" "LSABOUND" "CollectionSpace" "seatsPer" "WorkSpace" "GrossArea" "Size" "Distance"
"AR" "AR0015" "AR015-003" "PHILLIPS LEE MONROE REGIONAL LIBRARY SYSTEM" 33 49279 "702 PORTER ST
HELENA, AR 72342
(34.528105, -90.592508)" "702 PORTER ST
HELENA, AR 72342
" 34.528105 -90.592508 45976 1 5 0 0 5 4 9 586302 99563 0 58000 743865 133970 38930 172900 8955 3200 0 12155 18192 203247 0 0 0 0 0 0 44061 0 471 0 1200 0 0 52 52 6 7050 49022 4830 8671 45682 13533 0 0 202 114 24 0 1298 837 0 21 16755 1400 2015 2014-01-01 2014-12-31 1 5 0 0 0 "NO" "702 PORTER ST" "HELENA" 72342 8703387732 "PHILLIPS" 19930 "MJ" "MO" "Y" "N" 595539 3 5785.11 703549.2087 893507.495049 91.862264737025
"AR" "AR0001" "AROO1-009" "CENTRAL ARKANSAS LIBRARY SYSTEM" 12 311250 "100 ROCK STREET
LITTLE ROCK, AR 72201
(34.746915, -92.266848)" "100 ROCK STREET
LITTLE ROCK, AR 72201
" 34.746915 -92.266848 290390 1 13 0 36 46 199 245 15468609 589724 0 1034970 17093303 8576053 2225999 10802052 703243 564923 534230 1802396 5017296 17621744 3873853 0 0 0 3873853 3873853 885018 24702 24998 8106 83672 0 53 52 105 1190 39448 2249570 807219 188212 2803768 626131 331966 7717 3828 7514 4108 1348 232871 153093 21401 333 346674 2168 2015 2014-01-01 2014-12-31 1 5 0 0 0 "NO" "100 ROCK STREET" "LITTLE ROCK" 72201 5019183000 "PULASKI" 392702 "MJ" "MO" "Y" "N" 12948399 2.25 57759.375 15217205.29875 19325850.7294125 12.4526315779362
"AR" "AR0003" "AR003-013" "MARION COUNTY LIBRARY" 43 16224 "308 OLD MAIN
YELLVILLE, AR 72687
(36.225324, -92.686583)" "308 OLD MAIN
YELLVILLE, AR 72687
" 36.225324 -92.686583 15137 1 0 0 1 3 2 5 179790 21982 0 0 201772 93731 27384 121115 29728 3000 0 32728 49653 203496 0 8568 0 0 8568 8568 24228 11949 734 4178 1527 254 0 52 52 38 2288 17472 15104 6740 43204 12079 16418 0 300 109 82 0 1639 1347 0 4 3927 0 2015 2014-01-01 2014-12-31 2 5 0 0 0 "HQ" "P.O. BOX 554" "YELLVILLE" 72687 8704496015 "MARION" 16367 "CO" "SO" "Y" "N" 345031 4.5 2940.24 407126.3508 517050.465516 96.8504250667207
"AR" "AR0004" "AR0004-023" "SOUTHWEST ARKANSAS REGIONAL LIBRARY" 42 108759 "210 2ND ST.
PRESCOTT, AR 71857
(34.326023, -93.549987)" "210 2ND ST.
PRESCOTT, AR 71857
" 34.326023 -93.549987 101470 0 5 0 1 4 1 5 150493 75014 0 6656 232163 54449 8915 63364 5571 2555 0 8126 1879 73369 0 0 0 0 0 6000 55449 48 516 0 965 0 1 52 53 26 6192 22114 4084 2974 28926 4133 -1 0 1 195 98 22 5927 2224 91 35 7757 451 2015 2014-01-01 2014-12-31 1 5 0 0 0 "NO" "121 WEST MAIN" "PRESCOTT" 71857 8708875846 "NEVADA" 11024 "MJ" "MA" "Y" "Y" 742003 2.25 8091.2325 877610.252025 1114565.02007175 89.2045899000425
"AR" "AR0005" "AR005-009" "MID ARKANSAS REGIONAL LIBRARY SYSTEM" 32 66431 "202 EAST THIRD STREET
MALVERN, AR 72104
(34.363812, -92.812016)" "202 EAST THIRD STREET
MALVERN, AR 72104
