"STATE" "FSCS ID" "LIBRARY ID" "LIBRARY NAME" "LOCALE" "SERVICE AREA POPULATION" "LOCATION" "ADDRESS" "LATITUDE" "LONGITUDE" "UNDUPLICATED POPULATION" "CENTRAL LIBRARIES" "BRANCH LIBRARIES" "BOOKMOBILES" "MLS LIBRARIAN STAFF" "LIBRARIAN STAFF" "OTHER STAFF" "TOTAL STAFF" "LOCAL REVENUE" "STATE REVENUE" "FEDERAL REVENUE" "OTHER REVENUE" "TOTAL REVENUE" "SALARIES" "BENEFITS" "TOTAL STAFF EXPENDITURES" "PRINT EXPENDITURES" "ELECTRONIC EXPENDITURES" "OTHER COLLECTION EXPENDITURES" "TOTAL COLLECTION EXPENDITURES" "OTHER EXPENDITURES" "TOTAL EXPENDITURES" "LOCAL CAPITAL REVENUE" "STATE CAPITAL REVENUE" "FEDERAL CAPITAL REVENUE" "OTHER CAPITAL REVENUE" "TOTAL CAPITAL REVENUE" "CAPITAL EXPENDITURES" "PRINT MATERIALS" "EBOOKS" "AUDIO MATERIALS" "AUDIO DOWNLOADS" "VIDEO MATERIALS" "VIDEO DOWNLOADS" "LOCAL DATABASES" "STATE DATABASES" "TOTAL DATABASES" "PRINT SERIALS" "HOURS" "VISITS" "REFERENCES" "USERS" "TOTAL CIRCULATION" "KIDS CIRCULATION" "ELECTRONIC CIRCULATION" "LOANS TO" "LOANS FROM" "TOTAL PROGRAMS" "KIDS PROGRAMS" "YA PROGRAMS" "PROGRAM AUDIENCE" "KIDS PROGRAM AUDIENCE" "YA PROGRAM AUDIENCE" "COMPUTERS" "COMPUTER USES" "WIFI SESSIONS" "YEAR" "START DATE" "END DATE" "REPORTING STATUS" "BEA REGION" "STRUCTURE CHANGE" "NAME CHANGE" "ADDRESS CHANGE" "INTERLIBRARY RELATIONSHIP" "MAILING ADDRESS" "MAILING CITY" "MAILING ZIP" "PHONE" "COUNTY" "COUNTY POPULATION" "LEGAL BASIS" "ADMINISTRATIVE STRUCTURE" "FSCS DEFINITION" "LSABOUND" "CollectionSpace" "seatsPer" "WorkSpace" "GrossArea" "Size" "Distance" "Weight" "SizeWeight"
"NC" "NC0004" "R-BHM" "BHM REGIONAL LIBRARY" 42 67645 "158 N MARKET ST
WASHINGTON, NC 27889
(35.542683, -77.054688)" "158 N MARKET ST
WASHINGTON, NC 27889
" 35.542683 -77.054688 67645 1 7 0 2 3 14.26 17.26 506840 295423 31407 126952 960622 433468 141407 574875 64923 0 49112 114035 212323 901233 4000 19502 0 27438 50940 56903 142879 29315 2471 1711 6016 563 0 66 66 82 14626 116223 16865 15594 123175 46789 158 143 312 396 233 28 7993 6723 544 44 31910 40357 2015 2013-07-01 2014-06-30 1 5 0 0 0 "NO" "158 N MARKET ST" "WASHINGTON" 27889 2529466401 "BEAUFORT" 47585 "MJ" "MO" "Y" "N" 1970804 2.25 7155.0375 2314212.073875 2939049.33382125 52.9924989641411 0.000356099365631768 1046.59360333422
"NC" "NC0001" "R-ALBEMARLE" "ALBEMARLE REGIONAL LIBRARY" 42 78340 "303 W TRYON ST
WINTON, NC 27986
(36.390546, -76.934648)" "303 W TRYON ST
WINTON, NC 27986
" 36.390546 -76.934648 78340 1 6 0 1 1 16.89 17.89 668274 375641 11568 234838 1290321 593570 186930 780500 56347 3565 23399 83311 315051 1178862 0 0 11568 0 11568 9068 198954 28652 9274 1620 14130 564 3 66 69 123 15106 150000 45000 29054 99133 34093 210 2137 1933 257 214 0 10566 9575 0 98 29844 14396 2015 2013-07-01 2014-06-30 1 5 0 0 0 "NO" "PO BOX 68" "WINTON" 27986 2523587832 "HERTFORD" 24308 "MJ" "MO" "Y" "N" 2896663 2.25 7971.45 3398422.3065 4315996.329255 92.7004764371554 0.000116368669154709 502.246748912012
"NC" "NC0006" "R-CRAVEN-PAMLICO" "CRAVEN-PAMLICO-CARTERET REGIONAL LIBRARY" 42 186731 "400 JOHNSON ST
NEW BERN, NC 28560
(35.110942, -77.039628)" "400 JOHNSON ST
NEW BERN, NC 28560
