"STATE" "FSCS ID" "LIBRARY ID" "LIBRARY NAME" "LOCALE" "SERVICE AREA POPULATION" "LOCATION" "ADDRESS" "LATITUDE" "LONGITUDE" "UNDUPLICATED POPULATION" "CENTRAL LIBRARIES" "BRANCH LIBRARIES" "BOOKMOBILES" "MLS LIBRARIAN STAFF" "LIBRARIAN STAFF" "OTHER STAFF" "TOTAL STAFF" "LOCAL REVENUE" "STATE REVENUE" "FEDERAL REVENUE" "OTHER REVENUE" "TOTAL REVENUE" "SALARIES" "BENEFITS" "TOTAL STAFF EXPENDITURES" "PRINT EXPENDITURES" "ELECTRONIC EXPENDITURES" "OTHER COLLECTION EXPENDITURES" "TOTAL COLLECTION EXPENDITURES" "OTHER EXPENDITURES" "TOTAL EXPENDITURES" "LOCAL CAPITAL REVENUE" "STATE CAPITAL REVENUE" "FEDERAL CAPITAL REVENUE" "OTHER CAPITAL REVENUE" "TOTAL CAPITAL REVENUE" "CAPITAL EXPENDITURES" "PRINT MATERIALS" "EBOOKS" "AUDIO MATERIALS" "AUDIO DOWNLOADS" "VIDEO MATERIALS" "VIDEO DOWNLOADS" "LOCAL DATABASES" "STATE DATABASES" "TOTAL DATABASES" "PRINT SERIALS" "HOURS" "VISITS" "REFERENCES" "USERS" "TOTAL CIRCULATION" "KIDS CIRCULATION" "ELECTRONIC CIRCULATION" "LOANS TO" "LOANS FROM" "TOTAL PROGRAMS" "KIDS PROGRAMS" "YA PROGRAMS" "PROGRAM AUDIENCE" "KIDS PROGRAM AUDIENCE" "YA PROGRAM AUDIENCE" "COMPUTERS" "COMPUTER USES" "WIFI SESSIONS" "YEAR" "START DATE" "END DATE" "REPORTING STATUS" "BEA REGION" "STRUCTURE CHANGE" "NAME CHANGE" "ADDRESS CHANGE" "INTERLIBRARY RELATIONSHIP" "MAILING ADDRESS" "MAILING CITY" "MAILING ZIP" "PHONE" "COUNTY" "COUNTY POPULATION" "LEGAL BASIS" "ADMINISTRATIVE STRUCTURE" "FSCS DEFINITION" "LSABOUND" "CollectionSpace" "seatsPer" "WorkSpace" "GrossArea" "Size" "Distance" "Weight" "SizeWeight"
"IN" "IN0153" "6381" "DUNKIRK PUBLIC LIBRARY" 32 2362 "127 WEST WASHINGTON STREET
DUNKIRK, IN 47336
(40.373674, -85.21126)" "127 WEST WASHINGTON STREET
DUNKIRK, IN 47336
" 40.373674 -85.21126 2317 1 0 0 0 1 2.75 3.75 144995 6992 0 3480 155467 81518 8497 90015 10079 0 2344 12423 32311 134749 0 0 0 0 0 0 18086 0 555 0 2643 0 0 62 62 49 2236 10920 766 1817 22658 5825 0 1265 851 84 56 16 692 382 130 5 4680 1480 2015 2014-01-01 2014-12-31 1 3 0 0 0 "ME" "127 W WASHINGTON ST" "DUNKIRK" 47336 7657686872 "JAY" 21179 "LD" "SO" "Y" "N" 277554 14.25 1572.255 326577.71835 414753.7023045 72.4704032898236 0.000190405129360103 78.9712323398699
"IN" "IN0071" "3012" "BERNE PUBLIC LIBRARY" 32 3999 "166 NORTH SPRUNGER STREET
BERNE, IN 46711
(40.658497, -84.951506)" "166 NORTH SPRUNGER STREET
BERNE, IN 46711
" 40.658497 -84.951506 3922 1 0 0 0 1 7.25 8.25 286693 22356 0 22950 331999 173780 14882 188662 22962 9364 5725 38051 58296 285009 0 0 0 0 0 0 50995 5413 3516 945 3426 0 4 62 66 100 2288 49400 3380 1841 72002 41619 2447 0 303 306 255 10 4685 3999 70 10 6314 -1 2015 2014-01-01 2014-12-31 1 3 0 0 0 "ME" "166 N. SPRUNGER ST." "BERNE" 46711 2605892809 "ADAMS" 34791 "LD" "SO" "Y" "N" 754931 10 2437.2 886120.794 1125373.40838 75.2462538477523 0.000176616076722103 198.759036235457
"IN" "IN0082" "3355" "WARREN PUBLIC LIBRARY" 42 2049 "123 EAST THIRD STREET
WARREN, IN 46792
(40.683315, -85.42556)" "123 EAST THIRD STREET
WARREN, IN 46792
