"STATE" "FSCS ID" "LIBRARY ID" "LIBRARY NAME" "LOCALE" "SERVICE AREA POPULATION" "LOCATION" "ADDRESS" "LATITUDE" "LONGITUDE" "UNDUPLICATED POPULATION" "CENTRAL LIBRARIES" "BRANCH LIBRARIES" "BOOKMOBILES" "MLS LIBRARIAN STAFF" "LIBRARIAN STAFF" "OTHER STAFF" "TOTAL STAFF" "LOCAL REVENUE" "STATE REVENUE" "FEDERAL REVENUE" "OTHER REVENUE" "TOTAL REVENUE" "SALARIES" "BENEFITS" "TOTAL STAFF EXPENDITURES" "PRINT EXPENDITURES" "ELECTRONIC EXPENDITURES" "OTHER COLLECTION EXPENDITURES" "TOTAL COLLECTION EXPENDITURES" "OTHER EXPENDITURES" "TOTAL EXPENDITURES" "LOCAL CAPITAL REVENUE" "STATE CAPITAL REVENUE" "FEDERAL CAPITAL REVENUE" "OTHER CAPITAL REVENUE" "TOTAL CAPITAL REVENUE" "CAPITAL EXPENDITURES" "PRINT MATERIALS" "EBOOKS" "AUDIO MATERIALS" "AUDIO DOWNLOADS" "VIDEO MATERIALS" "VIDEO DOWNLOADS" "LOCAL DATABASES" "STATE DATABASES" "TOTAL DATABASES" "PRINT SERIALS" "HOURS" "VISITS" "REFERENCES" "USERS" "TOTAL CIRCULATION" "KIDS CIRCULATION" "ELECTRONIC CIRCULATION" "LOANS TO" "LOANS FROM" "TOTAL PROGRAMS" "KIDS PROGRAMS" "YA PROGRAMS" "PROGRAM AUDIENCE" "KIDS PROGRAM AUDIENCE" "YA PROGRAM AUDIENCE" "COMPUTERS" "COMPUTER USES" "WIFI SESSIONS" "YEAR" "START DATE" "END DATE" "REPORTING STATUS" "BEA REGION" "STRUCTURE CHANGE" "NAME CHANGE" "ADDRESS CHANGE" "INTERLIBRARY RELATIONSHIP" "MAILING ADDRESS" "MAILING CITY" "MAILING ZIP" "PHONE" "COUNTY" "COUNTY POPULATION" "LEGAL BASIS" "ADMINISTRATIVE STRUCTURE" "FSCS DEFINITION" "LSABOUND" "CollectionSpace" "seatsPer" "WorkSpace" "Size" "Distance" "Weight" "SizeWeight"
"DC" "DC0001" "DCPL" "DISTRICT OF COLUMBIA PUBLIC LIBRARY" 11 658893 "901 G STREET, N.W. (ROOM 400)
WASHINGTON, DC 20001
(38.89841, -77.024209)" "901 G STREET, N.W. " 38.89841 -77.024209 658893 1 25 0 147 147 423 570 53095222 0 912671 180898 54188791 31828080 6851322 38679402 2000732 1340000 495000 3835732 11798205 54313339 12950000 0 0 0 12950000 10353699 1815540 177086 86416 16154 140667 804 74 0 74 2071 65208 4230790 921814 359371 3938767 1464871 715036 0 180 14357 8514 1566 284969 225815 15624 1000 1050623 -1 2015 2013-10-01 2014-09-30 2 2 0 0 0 "NO" "901 G STREET, N.W. (ROOM 400)" "WASHINGTON" 20001 2027271101 "DIST OF COLUMBIA" 658893 "CI" "MO" "Y" "N" 26626022 2.25 129975.2775 26755997.2775 3.72278049813825 0.0721547854437253 1930573.24289091
"DE" "DE0002" "10" "FRANKFORD PUBLIC LIBRARY" 32 7719 "8 MAIN STREET
FRANKFORD, DE 19945
(38.517361, -75.234625)" "8 MAIN STREET
FRANKFORD, DE 19945
" 38.517361 -75.234625 7719 1 0 0 0 1 3.21 4.21 173675 32033 0 9055 214763 104853 14054 118907 10800 1160 3841 15801 51582 186290 0 207419 0 119150 326569 653138 13428 19770 713 2565 1900 0 3 31 34 56 2496 24378 3607 1847 29145 7070 660 10696 11558 180 72 5 2529 1248 57 10 7341 798 2015 2013-07-01 2014-06-30 1 2 0 0 0 "NO" "P.O.BOX 610" "FRANKFORD" 19945 3027329351 "SUSSEX" 210849 "LD" "SO" "Y" "N" 209711 7 2252.49 211963.49 98.74530312904 0.000102557424339707 21.7384295884553
"DE" "DE0003" "11" "GEORGETOWN PUBLIC LIBRARY" 31 15885 "123 WEST PINE STREET
GEORGETOWN, DE 19947
(38.687288, -75.387152)" "123 WEST PINE STREET
GEORGETOWN, DE 19947
" 38.687288 -75.387152 15885 1 0 0 0.96 1.83 3.45 5.28 193685 56413 0 14808 264906 148388 21595 169983 14996 6147 4958 26101 81747 277831 0 0 0 18098 18098 36196 27990 19770 985 2565 1154 0 3 31 34 73 2502 72243 565 5604 57978 14633 3175 16362 16568 177 74 8 3021 1483 135 24 14530 4013 2015 2013-07-01 2014-06-30 1 2 0 0 0 "NO" "123 WEST PINE STREET" "GEORGETOWN" 19947 3028567958 "SUSSEX" 210849 "LD" "SO" "Y" "N" 393706 4.5 2936.475 396642.475 88.4435425736761 0.000127840288036189 50.7068882513869
"DE" "DE0005" "13" "HARRINGTON PUBLIC LIBRARY" 31 12346 "110 CENTER STREET
HARRINGTON, DE 19952
(38.928421, -75.575476)" "110 CENTER STREET
HARRINGTON, DE 19952
" 38.928421 -75.575476 12346 1 0 0 0 2 1.45 3.45 134461 36626 0 7286 178373 100675 23181 123856 29335 0 1801 31136 23380 178372 0 0 0 0 0 0 19177 19770 755 2565 1350 0 0 31 31 3 2340 36287 5025 3528 43195 12388 2676 12345 11644 189 90 9 2395 1689 132 8 7257 963 2015 2013-07-01 2014-06-30 1 2 0 0 0 "NO" "110 CENTER STREET" "HARRINGTON" 19952 3023984647 "KENT" 171987 "CI" "SO" "Y" "N" 277065 4.5 2184.21 279249.21 77.692765757666 0.000165668078822223 46.2626801333236
"DE" "DE0009" "17" "LAUREL PUBLIC LIBRARY" 23 15185 "101 E. FOURTH ST
LAUREL, DE 19956
(38.556064, -75.570801)" "101 E. FOURTH ST
LAUREL, DE 19956
" 38.556064 -75.570801 15185 1 0 0 2.45 4.45 3.71 8.16 181668 61105 0 156617 399390 204627 43868 248495 34992 96 3425 38513 101115 388123 0 0 0 0 0 0 52929 19770 1741 2565 3195 0 3 31 34 105 2495 54216 17248 6698 75994 28000 2075 16541 33565 866 145 85 8203 4410 1350 19 9100 3111 2015 2013-07-01 2014-06-30 1 2 0 0 0 "NO" "101 E. FOURTH ST" "LAUREL" 19956 3028743184 "SUSSEX" 210849 "LD" "SO" "Y" "N" 754465 4.5 3273.975 757738.975 80.4579471959661 0.000154476387395981 117.052779447134
"DE" "DE0011" "19" "MILFORD PUBLIC LIBRARY" 31 26077 "11 S.E. FRONT STREET
MILFORD, DE 19963
(38.912449, -75.427281)" "11 S.E. FRONT STREET
MILFORD, DE 19963
" 38.912449 -75.427281 26077 1 0 0 0.5 3.38 8 11.38 432542 98204 0 106359 637105 308017 34539 342556 68986 0 0 68986 181708 593250 0 0 0 0 0 0 46997 19770 3080 2565 3930 0 3 31 34 79 3120 203319 9033 12238 157143 38116 8330 31429 35232 300 300 0 4237 4237 0 34 24718 5522 2015 2013-07-01 2014-06-30 1 2 0 0 0 "NO" "11 S.E. FRONT STREET" "MILFORD" 19963 3024228996 "SUSSEX" 210849 "LD" "SO" "Y" "N" 704648 3 4053.93 708701.93 85.594311197412 0.000136492942778774 96.7328119786969
"DE" "DE0013" "20" "MILLSBORO PUBLIC LIBRARY" 32 17639 "217 WEST STATE STREET
MILLSBORO, DE 19966
(38.593069, -75.29572)" "217 WEST STATE STREET
MILLSBORO, DE 19966
" 38.593069 -75.29572 17639 1 0 0 0 0.88 4.58 5.46 209460 54523 0 17190 281173 124331 12026 136357 51805 0 0 51805 62233 250395 0 0 0 0 0 0 34243 19770 1339 2565 2848 0 3 31 34 86 2392 32351 643 6984 93152 18172 6670 20584 22882 154 142 6 1513 1410 52 8 8157 1294 2015 2013-07-01 2014-06-30 1 2 0 0 0 "NO" "P.O. BOX 458" "MILLSBORO" 19966 3029348743 "SUSSEX" 210849 "LD" "SO" "Y" "N" 501068 4.5 3200.265 504268.265 94.3837099154531 0.000112255056272659 56.6066624640913
"DE" "DE0015" "22" "NEW CASTLE PUBLIC LIBRARY" 21 28130 "424 DELAWARE STREET
NEW CASTLE, DE 19720
(39.66111, -75.565671)" "424 DELAWARE STREET
NEW CASTLE, DE 19720
" 39.66111 -75.565671 28130 1 0 0 2.63 4.13 4.3 8.43 359791 134051 0 297998 791840 346018 75003 421021 35189 0 7031 42220 335935 799176 0 9063 0 5446 14509 29018 30067 19770 1775 2565 2918 0 3 31 34 96 2600 101118 10004 8110 109767 31328 3981 31348 29512 521 122 39 4381 2212 135 22 20882 2921 2015 2013-07-01 2014-06-30 1 2 0 0 0 "NO" "424 DELAWARE STREET" "NEW CASTLE" 19720 3023281995 "NEW CASTLE" 552778 "CO" "SO" "Y" "N" 454118 3 3796.2 457914.2 95.9574452425569 0.00010860320608544 49.7309502320493
"DE" "DE0018" "25" "SEAFORD DISTRICT LIBRARY" 23 22874 "600 N MARKET ST EXT
SEAFORD, DE 19973
(38.656285, -75.617502)" "600 N MARKET ST EXT
SEAFORD, DE 19973
" 38.656285 -75.617502 22874 1 0 0 2.96 5.86 3.91 9.77 251330 87159 0 181291 519780 244033 46203 290236 29411 3765 10675 43851 138344 472431 0 0 0 111234 111234 222468 33317 19770 1357 2565 1885 0 3 31 34 57 2802 117502 925 9892 112825 26750 5401 23813 21495 793 208 58 9585 7551 1181 42 29831 4531 2015 2013-07-01 2014-06-30 1 2 0 0 0 "NO" "600 N MARKET ST EXT" "SEAFORD" 19973 3026292524 "SUSSEX" 210849 "LD" "SO" "Y" "N" 477898 4.5 4553.49 482451.49 76.4836742223641 0.000170947405593555 82.4738305402449
"DE" "DE0020" "27" "SMYRNA PUBLIC LIBRARY" 22 33116 "107 SOUTH MAIN STREET
SMYRNA, DE 19977
(39.299674, -75.604654)" "107 SOUTH MAIN STREET
SMYRNA, DE 19977
" 39.299674 -75.604654 33116 1 0 0 0 2 3.53 5.53 301839 88070 0 22727 412636 221194 42573 263767 19811 4024 2646 26481 51939 342187 0 0 0 0 0 0 24024 19770 833 2565 2272 0 2 31 33 7 2782 84713 200 7687 86947 25685 5517 27682 14284 177 165 12 3226 3132 94 7 11688 3014 2015 2013-07-01 2014-06-30 1 2 0 0 0 "NO" "107 SOUTH MAIN STREET" "SMYRNA" 19977 3026534579 "KENT" 171987 "CI" "SO" "Y" "N" 353083 3 3809.94 356892.94 81.9780232700933 0.000148800748567214 53.1059366303537
"DE" "DE0023" "3" "BRIDGEVILLE PUBLIC LIBRARY" 31 8511 "600 SOUTH CANNON STREET
BRIDGEVILLE, DE 19933
(38.736125, -75.601878)" "600 SOUTH CANNON STREET
BRIDGEVILLE, DE 19933
" 38.736125 -75.601878 8511 1 0 0 0 5.53 0.45 5.98 175580 41490 0 27663 244733 128509 22394 150903 25063 751 2159 27973 75441 254317 0 0 0 0 0 0 26175 19770 3046 2565 2003 0 3 31 34 104 2344 49279 1615 4443 65314 21058 2974 14203 24630 259 160 25 4723 3015 429 11 7041 2522 2015 2013-07-01 2014-06-30 1 2 0 0 0 "NO" "600 SOUTH CANNON STREET" "BRIDGEVILLE" 19933 3023377401 "SUSSEX" 210849 "LD" "SO" "Y" "N" 407759 7 2684.31 410443.31 76.5324841068665 0.000170729425934815 70.0747506950854
"DE" "DE0026" "6" "CORBIT-CALLOWAY MEMORIAL LIBRARY" 31 16232 "115 HIGH STREET
ODESSA, DE 19730
(39.454694, -75.655652)" "115 HIGH STREET
ODESSA, DE 19730
" 39.454694 -75.655652 16232 1 0 0 0.88 0.88 3.35 4.23 176910 59880 0 39550 276340 199014 28391 227405 14335 0 0 14335 34600 276340 0 0 0 0 0 0 39374 19770 438 2565 1155 0 0 31 31 109 1999 47158 16434 2608 57095 28717 2784 21964 11506 244 99 21 6474 4550 371 4 1588 478 2015 2013-07-01 2014-06-30 1 2 0 0 0 "NO" "PO BOX 128" "ODESSA" 19730 3023788838 "NEW CASTLE" 552778 "CO" "SO" "Y" "N" 534168 4.5 2825.82 536993.82 84.206703825013 0.000141028427856206 75.7313942030984
"DE" "DE0027" "7" "DELAWARE CITY PUBLIC LIBRARY" 41 7353 "250 FIFTH STREET
DELAWARE CITY, DE 19706
(39.571461, -75.592415)" "250 FIFTH STREET
DELAWARE CITY, DE 19706
" 39.571461 -75.592415 7353 1 0 0 1 1 2 3 176185 31688 0 5989 213862 90626 11841 102467 37415 0 12488 49903 54583 206953 0 0 0 0 0 0 19754 19770 883 2565 2431 0 0 31 31 82 2080 25143 4899 1567 27515 6218 428 9035 20418 80 31 1 655 257 6 11 3640 833 2015 2013-07-01 2014-06-30 1 2 0 0 0 "NO" "250 FIFTH STREET" "DELAWARE CITY" 19706 3028344148 "NEW CASTLE" 552778 "CO" "SO" "Y" "N" 301445 7 1994.13 303439.13 91.2876937421933 0.000119998420406527 36.4122162895308
"DE" "DE0028" "8" "DELMAR PUBLIC LIBRARY" 23 6237 "101 NORTH BI-STATE BLVD
DELMAR, DE 19940
(38.456999, -75.574218)" "101 NORTH BI-STATE BLVD
DELMAR, DE 19940
" 38.456999 -75.574218 6237 1 0 0 0.88 0.88 4.83 5.71 173043 32300 0 541660 747003 137755 22276 160031 27519 0 5167 32686 54340 247057 0 69022 0 332199 401221 802442 19288 19770 1264 2565 2291 0 3 31 34 48 2432 46067 412 4463 61679 17413 1861 16354 23339 328 80 45 6201 4579 778 12 9033 1580 2015 2013-07-01 2014-06-30 1 2 0 0 0 "NO" "101 NORTH BI-STATE BLVD" "DELMAR" 19940 3028469894 "SUSSEX" 210849 "LD" "SO" "Y" "N" 298123 7 2166.27 300289.27 82.3049995448203 0.000147620803988697 44.3289434665788
"DE" "DE0029" "9" "DOVER PUBLIC LIBRARY" 13 61194 "35 LOOCKERMAN PLAZA
DOVER, DE 19901
(39.165299, -75.50791)" "35 LOOCKERMAN PLAZA
DOVER, DE 19901
" 39.165299 -75.50791 61194 1 0 0 7 7.5 11.4 18.8999999999999 1324138 280338 0 40 1604516 712702 376774 1089476 158002 32319 68693 259014 236493 1584983 0 160025 0 0 160025 320050 100262 19770 8946 2565 9514 0 3 31 34 191 3432 352962 24825 37590 480332 163928 17219 72017 83854 1305 364 285 22012 11003 4879 81 56037 16397 2015 2013-07-01 2014-06-30 1 2 0 0 0 "NO" "45 S. STATE STREET" "DOVER" 19901 3027367032 "KENT" 171987 "CI" "SO" "Y" "N" 1549514 2.25 6965.59499999998 1556479.595 83.9548675948337 0.000141875772071938 220.826744254842
"DE" "DE0030" "DE0030" "SUSSEX COUNTY DEPT. OF LIBRARIES" 41 55375 "22215 DUPONT BLVD.
GEORGETOWN, DE 19947
(38.680838, -75.394773)" "22215 DUPONT BLVD.
GEORGETOWN, DE 19947
