"STATE" "FSCS ID" "LIBRARY ID" "LIBRARY NAME" "LOCALE" "SERVICE AREA POPULATION" "LOCATION" "ADDRESS" "LATITUDE" "LONGITUDE" "UNDUPLICATED POPULATION" "CENTRAL LIBRARIES" "BRANCH LIBRARIES" "BOOKMOBILES" "MLS LIBRARIAN STAFF" "LIBRARIAN STAFF" "OTHER STAFF" "TOTAL STAFF" "LOCAL REVENUE" "STATE REVENUE" "FEDERAL REVENUE" "OTHER REVENUE" "TOTAL REVENUE" "SALARIES" "BENEFITS" "TOTAL STAFF EXPENDITURES" "PRINT EXPENDITURES" "ELECTRONIC EXPENDITURES" "OTHER COLLECTION EXPENDITURES" "TOTAL COLLECTION EXPENDITURES" "OTHER EXPENDITURES" "TOTAL EXPENDITURES" "LOCAL CAPITAL REVENUE" "STATE CAPITAL REVENUE" "FEDERAL CAPITAL REVENUE" "OTHER CAPITAL REVENUE" "TOTAL CAPITAL REVENUE" "CAPITAL EXPENDITURES" "PRINT MATERIALS" "EBOOKS" "AUDIO MATERIALS" "AUDIO DOWNLOADS" "VIDEO MATERIALS" "VIDEO DOWNLOADS" "LOCAL DATABASES" "STATE DATABASES" "TOTAL DATABASES" "PRINT SERIALS" "HOURS" "VISITS" "REFERENCES" "USERS" "TOTAL CIRCULATION" "KIDS CIRCULATION" "ELECTRONIC CIRCULATION" "LOANS TO" "LOANS FROM" "TOTAL PROGRAMS" "KIDS PROGRAMS" "YA PROGRAMS" "PROGRAM AUDIENCE" "KIDS PROGRAM AUDIENCE" "YA PROGRAM AUDIENCE" "COMPUTERS" "COMPUTER USES" "WIFI SESSIONS" "YEAR" "START DATE" "END DATE" "REPORTING STATUS" "BEA REGION" "STRUCTURE CHANGE" "NAME CHANGE" "ADDRESS CHANGE" "INTERLIBRARY RELATIONSHIP" "MAILING ADDRESS" "MAILING CITY" "MAILING ZIP" "PHONE" "COUNTY" "COUNTY POPULATION" "LEGAL BASIS" "ADMINISTRATIVE STRUCTURE" "FSCS DEFINITION" "LSABOUND" "CollectionSpace" "seatsPer" "WorkSpace" "Size" "Distance" "Weight" "SizeWeight"
"CA" "CA0024" "M620" "COALINGA-HURON UNIFIED SCHOOL DISTRICT LIBR" 32 26005 "305 N. FOURTH ST.
COALINGA, CA 93210
(36.141551, -120.360426)" "305 N. FOURTH ST.
COALINGA, CA 93210
" 36.141551 -120.360426 26005 1 1 0 1 1 12 13 1196727 19741 15000 5220 1236688 412229 195359 607588 134606 16000 15000 165606 292268 1065462 605499 0 0 0 605499 62118 73931 581 1781 1000 7746 5 12 0 12 108 5302 81377 7945 7566 75664 20093 101 19457 6949 238 138 34 5398 4464 425 20 16167 -1 2015 2013-07-01 2014-06-30 1 8 0 0 0 "ME" "305 N. FOURTH ST." "COALINGA" 93210 5599351676 "FRESNO" 965974 "SD" "MO" "Y" "N" 1087258 3 4290.45 1091548.45 96.0930195259409 0.000108296973327596 118.211393375429
"CA" "CA0051" "M647" "KERN COUNTY LIBRARY" 11 873092 "701 TRUXTUN AVE.
BAKERSFIELD, CA 93301
(35.373264, -119.009312)" "701 TRUXTUN AVE.
BAKERSFIELD, CA 93301
" 35.373264 -119.009312 873092 1 24 3 16 17 73.2 90.2 6914041 0 44466 656909 7615416 3720423 2051021 5771444 348048 69804 28989 446841 1397132 7615417 0 0 0 0 0 0 921074 36884 37496 1133 25049 0 0 30 30 572 32931 917462 144451 153213 1281744 485885 53793 148119 85573 2483 1747 161 56104 46913 2527 244 221290 0 2015 2013-07-01 2014-06-30 1 8 0 0 0 "ME" "701 TRUXTUN AVE." "BAKERSFIELD" 93301 6618680700 "KERN" 874589 "CO" "MO" "Y" "N" 12805463 2.25 72463.71 12877926.71 95.3448628572242 0.000110003221327852 1416.61342212399
"CA" "CA0060" "M656" "LOMPOC PUBLIC LIBRARY" 23 66116 "501 E. NORTH AVE.
LOMPOC, CA 93436
(34.653339, -120.451743)" "501 E. NORTH AVE.
LOMPOC, CA 93436
" 34.653339 -120.451743 66116 1 2 0 2 3 7.25 10.25 934514 0 6000 132010 1072524 530214 210080 740294 43312 13031 19388 75731 242229 1058254 0 0 29437 0 29437 124500 68953 10053 6187 5196 12720 0 3 0 3 96 6864 255877 22875 24973 341801 124949 13369 21248 16771 262 240 9 11914 11345 103 52 62040 8263 2015 2013-07-01 2014-06-30 1 8 0 0 0 "ME" "501 E. NORTH AVE." "LOMPOC" 93436 8058758787 "SANTA BARBARA" 440668 "CI" "MO" "Y" "N" 1145768 2.25 6000.33 1151768.33 8.13273995540372 0.0151191100463175 17413.7121291333
