"STATE" "FSCS ID" "LIBRARY ID" "LIBRARY NAME" "LOCALE" "SERVICE AREA POPULATION" "LOCATION" "ADDRESS" "LATITUDE" "LONGITUDE" "UNDUPLICATED POPULATION" "CENTRAL LIBRARIES" "BRANCH LIBRARIES" "BOOKMOBILES" "MLS LIBRARIAN STAFF" "LIBRARIAN STAFF" "OTHER STAFF" "TOTAL STAFF" "LOCAL REVENUE" "STATE REVENUE" "FEDERAL REVENUE" "OTHER REVENUE" "TOTAL REVENUE" "SALARIES" "BENEFITS" "TOTAL STAFF EXPENDITURES" "PRINT EXPENDITURES" "ELECTRONIC EXPENDITURES" "OTHER COLLECTION EXPENDITURES" "TOTAL COLLECTION EXPENDITURES" "OTHER EXPENDITURES" "TOTAL EXPENDITURES" "LOCAL CAPITAL REVENUE" "STATE CAPITAL REVENUE" "FEDERAL CAPITAL REVENUE" "OTHER CAPITAL REVENUE" "TOTAL CAPITAL REVENUE" "CAPITAL EXPENDITURES" "PRINT MATERIALS" "EBOOKS" "AUDIO MATERIALS" "AUDIO DOWNLOADS" "VIDEO MATERIALS" "VIDEO DOWNLOADS" "LOCAL DATABASES" "STATE DATABASES" "TOTAL DATABASES" "PRINT SERIALS" "HOURS" "VISITS" "REFERENCES" "USERS" "TOTAL CIRCULATION" "KIDS CIRCULATION" "ELECTRONIC CIRCULATION" "LOANS TO" "LOANS FROM" "TOTAL PROGRAMS" "KIDS PROGRAMS" "YA PROGRAMS" "PROGRAM AUDIENCE" "KIDS PROGRAM AUDIENCE" "YA PROGRAM AUDIENCE" "COMPUTERS" "COMPUTER USES" "WIFI SESSIONS" "YEAR" "START DATE" "END DATE" "REPORTING STATUS" "BEA REGION" "STRUCTURE CHANGE" "NAME CHANGE" "ADDRESS CHANGE" "INTERLIBRARY RELATIONSHIP" "MAILING ADDRESS" "MAILING CITY" "MAILING ZIP" "PHONE" "COUNTY" "COUNTY POPULATION" "LEGAL BASIS" "ADMINISTRATIVE STRUCTURE" "FSCS DEFINITION" "LSABOUND" "CollectionSpace" "seatsPer" "WorkSpace" "Size" "Distance" "Weight" "SizeWeight"
" 33.870349 -117.930898 140131 1 1 0 11.8 12.8 19.8 32.6 3391842 1800 0 329036 3722678 1590296 454946 2045242 136242 111438 4088 251768 1094832 3391842 0 0 0 159800 159800 0 191225 2443 10471 545 13534 0 14 0 14 199 3066 498320 73701 95024 813716 468451 31303 430 231 1164 639 81 36835 28421 404 59 102703 36113 2015 2013-07-01 2014-06-30 1 8 0 0 0 "ME" "353 W. COMMONWEALTH AVE." "FULLERTON" 92832 7147386380 "ORANGE" 3145515 "CI" "MO" "Y" "N" 2803232 2.25 14348.8425 2817580.8425 72.9219171860947 0.000188054549143672 529.858895012184
"CA" "CA0042" "M638" "GLENDALE PUBLIC LIBRARY" 12 195799 "222 E. HARVARD ST.
GLENDALE, CA 91205
(34.14443, -118.25351)" "222 E. HARVARD ST.
GLENDALE, CA 91205
" 34.14443 -118.25351 195799 1 7 0 25.02 25.02 44.24 69.26 7775616 0 10000 272463 8058079 4084293 1389636 5473929 455752 188323 72233 716308 1490652 7680889 4112244 0 0 0 4112244 2200178 563206 10478 52486 3681 24556 216 56 0 56 646 13832 732347 77347 221910 1365568 415625 70245 56333 41440 2541 1477 11 68757 43169 340 140 126419 -1 2015 2013-07-01 2014-06-30 1 8 0 0 0 "ME" "222 E. HARVARD ST." "GLENDALE" 91205 8185482030 "LOS ANGELES" 10116705 "CI" "MO" "Y" "N" 8337922 2.25 23605.4325 8361527.4325 57.7443215697449 0.000299903430476076 2507.65076102657
"CA" "CA0043" "M639" "GLENDORA LIBRARY & CULTURAL CENTER" 21 51290 "140 SOUTH GLENDORA AVE.
GLENDORA, CA 91741
(34.13491, -117.865472)" "140 SOUTH GLENDORA AVE.
GLENDORA, CA 91741
" 34.13491 -117.865472 51290 1 0 0 5.58 5.58 15.46 21.04 1780890 0 0 124583 1905473 997883 219047 1216930 53954 57284 19611 130849 526678 1874457 0 0 0 0 0 0 103981 7286 10312 4510 9391 0 23 0 23 231 2588 279032 43753 45178 370341 153310 12346 308 285 461 416 29 22110 20901 806 14 26078 9980 2015 2013-07-01 2014-06-30 1 8 0 0 0 "ME" "140 SOUTH GLENDORA AVE." "GLENDORA" 91741 6268524891 "LOS ANGELES" 10116705 "CI" "SO" "Y" "N" 1611525 2.25 6618.075 1618143.075 54.6058561095663 0.00033536795240708 542.673329764445
"CA" "CA0045" "M641" "HEMET PUBLIC LIBRARY" 22 81537 "300 E. LATHAM AVE
HEMET, CA 92543
(33.749407, -116.969451)" "300 E. LATHAM AVE
HEMET, CA 92543
" 33.749407 -116.969451 81537 1 0 0 2 3 6.5 9.5 1329300 15000 0 35000 1379300 425600 255100 680700 88501 8962 16789 114252 637798 1432750 0 0 0 0 0 0 104977 111 7701 4551 5798 0 6 0 6 213 1976 255728 60872 133366 360792 123020 463 0 0 248 57 6 17832 11152 200 38 60051 13511 2015 2013-07-01 2014-06-30 1 8 0 0 0 "ME" "300 E. LATHAM AVE" "HEMET" 92543 9517652440 "RIVERSIDE" 2329271 "CI" "SO" "Y" "N" 1544667 2.25 6928.7475 1551595.7475 96.8181439563665 0.00010668085665262 165.525563521863
"CA" "CA0046" "M642" "HUNTINGTON BEACH PUBLIC LIBRARY" 21 195999 "7111 TALBERT AVE
HUNTINGTON BEACH, CA 92648
(33.701138, -118.004249)" "7111 TALBERT AVE
HUNTINGTON BEACH, CA 92648
" 33.701138 -118.004249 195999 1 4 0 9 10 38.43 48.43 3843993 29943 47000 301054 4221990 2426837 1008976 3435813 284497 85354 42000 411851 374326 4221990 0 0 0 0 0 22600 319930 3029 11637 929 7236 0 16 0 16 216 10668 709791 64580 113939 937533 391811 32053 112 39 1768 1107 13 97636 68776 385 83 90404 145790 2015 2013-07-01 2014-06-30 1 8 0 0 0 "NO" "7111 TALBERT AVE." "HUNTINGTON BEACH" 92648 7149608836 "ORANGE" 3145515 "CI" "MO" "Y" "N" 4410982 2.25 20494.4325 4431476.4325 84.837790313435 0.000138938083289105 615.70084167239
"CA" "CA0049" "M645" "INGLEWOOD PUBLIC LIBRARY" 21 111795 "101 W. MANCHESTER BLVD.
INGLEWOOD, CA 90301
(33.961775, -118.356174)" "101 W. MANCHESTER BLVD.
INGLEWOOD, CA 90301
" 33.961775 -118.356174 111795 1 1 0 9.21 9.21 19.13 28.34 2553653 7000 0 6500 2567153 1285370 735309 2020679 197770 66603 12787 277160 269314 2567153 552220 0 0 0 552220 552220 342672 267 2701 2 4477 68 49 0 49 651 2959 196882 36863 72104 133527 74917 -1 4 2 392 263 28 8709 7244 485 38 24048 -1 2015 2013-07-01 2014-06-30 1 8 0 0 0 "ME" "101 W. MANCHESTER BLVD." "INGLEWOOD" 90301 3104125397 "LOS ANGELES" 10116705 "CI" "MO" "Y" "N" 4558223 2.25 11797.1625 4570020.1625 71.6525080303658 0.000194776791275662 890.133863316829
"CA" "CA0051" "M647" "KERN COUNTY LIBRARY" 11 873092 "701 TRUXTUN AVE.
BAKERSFIELD, CA 93301
(35.373264, -119.009312)" "701 TRUXTUN AVE.
BAKERSFIELD, CA 93301
" 35.373264 -119.009312 873092 1 24 3 16 17 73.2 90.2 6914041 0 44466 656909 7615416 3720423 2051021 5771444 348048 69804 28989 446841 1397132 7615417 0 0 0 0 0 0 921074 36884 37496 1133 25049 0 0 30 30 572 32931 917462 144451 153213 1281744 485885 53793 148119 85573 2483 1747 161 56104 46913 2527 244 221290 0 2015 2013-07-01 2014-06-30 1 8 0 0 0 "ME" "701 TRUXTUN AVE." "BAKERSFIELD" 93301 6618680700 "KERN" 874589 "CO" "MO" "Y" "N" 12805463 2.25 72463.71 12877926.71 70.4620194518814 0.000201414080514596 2593.79576722901
"CA" "CA0061" "M657" "LONG BEACH PUBLIC LIBRARY" 11 470292 "101 PACIFIC AVE.
LONG BEACH, CA 90822
(33.768122, -118.193809)" "101 PACIFIC AVE.
LONG BEACH, CA 90822
" 33.768122 -118.193809 470292 1 11 0 37.11 37.11 82.22 119.33 14311637 0 7500 1523180 15842317 5319382 2650206 7969588 1369337 123105 46295 1538737 4777115 14285440 0 0 0 0 0 18202 765852 20507 30678 3633 25940 0 40 0 40 728 21268 1267162 308740 254983 1391617 660250 110231 431 62 3501 1951 715 338913 43116 6763 142 297925 1963431 2015 2013-07-01 2014-06-30 1 8 0 0 0 "ME" "101 PACIFIC AVE." "LONG BEACH" 90822 5625706291 "LOS ANGELES" 10116705 "CI" "MO" "Y" "N" 10707964 2.25 49644.21 10757608.21 81.8043521235604 0.000149433229058071 1607.54413176192
"CA" "CA0062" "M658" "COUNTY OF LOS ANGELES PUBLIC LIBRARY" 21 3358197 "7400 E. IMPERIAL HIGHWAY
DOWNEY, CA 90242
(33.928691, -118.161442)" "7400 E. IMPERIAL HIGHWAY
DOWNEY, CA 90242
" 33.928691 -118.161442 3358197 0 85 3 245 245 1211 1456 127454546 1065422 5871 3149060 131674899 48992269 27341690 76333959 5759961 1354656 1163238 8277855 38308991 122920805 60700 0 0 6380000 6440700 8349757 4822257 33344 306393 38903 653950 0 36 0 36 5443 198410 10982232 1700017 2949870 14115156 6444139 966020 310 1354 19720 14326 2198 541803 469473 28559 1691 2532668 60600 2015 2013-07-01 2014-06-30 1 8 0 0 0 "ME" "PO BOX 7011" "DOWNEY" 90241 5629408462 "LOS ANGELES" 10116705 "CO" "MA" "Y" "N" 75320654 2.25 445078.2975 75765732.2975 70.556298460445 0.000200876171543226 15219.5302380907
"CA" "CA0063" "M659" "LOS ANGELES PUBLIC LIBRARY" 11 3904657 "630 W. FIFTH ST.
LOS ANGELES, CA 90071
(34.050455, -118.254257)" "630 W. FIFTH ST.
LOS ANGELES, CA 90071
" 34.050455 -118.254257 3904657 1 72 0 348 348 679 1027 122121047 121688 0 45792 122288527 62232386 29740945 91973331 6314185 2664053 1246897 10225135 21871730 124070196 0 0 0 0 0 0 5600825 84894 236396 28021 358806 5144 133 0 133 5722 184319 14582162 3506981 1148250 15086605 4748269 1885432 2281 143 20511 6194 3585 396480 196841 54636 1489 6509882 1312645 2015 2013-07-01 2014-06-30 1 8 0 0 0 "ME" "630 W. FIFTH ST." "LOS ANGELES" 90071 2132287515 "LOS ANGELES" 10116705 "CI" "MO" "Y" "N" 80689742 2.25 417614.3475 81107356.3475 63.8750515457219 0.000245096705002419 19879.1457922293
"CA" "CA0072" "M668" "MONROVIA PUBLIC LIBRARY" 21 37162 "321 S. MYRTLE AVE.
MONROVIA, CA 91016
(34.148914, -118.001)" "321 S. MYRTLE AVE.
MONROVIA, CA 91016
" 34.148914 -118.001 37162 1 0 1 9.41 10.41 8.13 18.54 1827261 29563 0 138756 1995580 838559 307348 1145907 59140 44631 9970 113741 607460 1867108 0 0 0 0 0 0 109074 24562 2510 0 2385 0 16 0 16 154 2660 186077 27800 55974 167888 120476 4424 37 3 243 183 46 19078 15297 3561 38 35685 -1 2015 2013-07-01 2014-06-30 1 8 0 0 0 "ME" "321 S. MYRTLE AVE." "MONROVIA" 91016 6262568274 "LOS ANGELES" 10116705 "CI" "MO" "Y" "N" 1485309 3 6125.58 1491434.58 53.9812002548826 0.00034317443437469 511.822218398354
"CA" "CA0075" "M671" "MONTEREY PARK BRUGGEMEYER LIBRARY" 13 61777 "318 S. RAMONA AVENUE
MONTEREY PARK, CA 91754
(34.059122, -118.125497)" "318 S. RAMONA AVENUE
MONTEREY PARK, CA 91754
" 34.059122 -118.125497 61777 1 0 0 5.45 6.07 18.52 24.59 1795476 29995 85279 0 1910750 1262957 442730 1705687 47793 14989 8001 70783 0 1776470 551842 0 0 0 551842 383197 150322 475 4550 0 6113 0 5 0 5 97 2050 320871 20228 51715 291304 201694 475 36 95 2436 438 73 35496 11836 2251 58 70064 6327 2015 2013-07-01 2014-06-30 1 8 0 0 0 "ME" "318 S. RAMONA AVENUE" "MONTEREY PARK" 91754 6263071418 "LOS ANGELES" 10116705 "CI" "SO" "Y" "N" 2096676 2.25 7858.4475 2104534.4475 61.301594186235 0.000266107100220466 560.031559138306
"CA" "CA0080" "M676" "NEWPORT BEACH PUBLIC LIBRARY" 13 86874 "1000 AVOCADO AVE.
NEWPORT BEACH, CA 92660
(33.607972, -117.873887)" "1000 AVOCADO AVE.
NEWPORT BEACH, CA 92660
" 33.607972 -117.873887 86874 1 3 0 16 16 42.42 58.42 6727899 22235 0 495183 7245317 3488763 1571626 5060389 373137 266310 139379 778826 1406102 7245317 2000 0 0 22000 24000 24000 252169 8345 23145 2803 31014 0 33 0 33 259 12650 1399841 190391 131978 1689870 622899 91602 324 70 1187 765 10 55879 38509 298 132 122000 110534 2015 2013-07-01 2014-06-30 1 8 0 0 0 "ME" "1000 AVOCADO AVE." "NEWPORT BEACH" 92660 9497173800 "ORANGE" 3145515 "CI" "MO" "Y" "N" 3991571 2.25 14626.995 4006197.995 91.0415989900576 0.0001206480332096 483.339908744993
"CA" "CA0083" "M679" "ONTARIO CITY LIBRARY" 12 167382 "215 EAST C STREET
ONTARIO, CA 91764
(34.065838, -117.64941)" "215 EAST C STREET
ONTARIO, CA 91764
" 34.065838 -117.64941 167382 1 1 0 13 13 36.9099999999999 49.91 4293272 39500 15000 0 4347772 2195227 1348952 3544179 223218 32551 75606 331375 417718 4293272 0 0 0 0 0 0 294635 9686 8348 3996 20480 0 9 3 12 421 5772 661367 221543 134297 526349 283211 4688 481 403 870 464 266 21225 13248 5549 51 132451 72860 2015 2013-07-01 2014-06-30 1 8 0 0 0 "ME" "215 EAST C STREET" "ONTARIO" 91764 9093952216 "SAN BERNARDINO" 2112619 "CI" "MO" "Y" "N" 4212787 2.25 18784.785 4231571.785 60.9435683605884 0.000269242888560961 1139.32061054646
"CA" "CA0084" "M680" "ORANGE COUNTY PUBLIC LIBRARIES" 21 1571108 "1501 E. ST. ANDREW PLACE
SANTA ANA, CA 92705
(33.723, -117.849474)" "1501 E. ST. ANDREW PLACE
SANTA ANA, CA 92705
" 33.723 -117.849474 1571108 0 32 0 124.5 124.5 219.5 344 41254333 336801 62628 1871515 43525277 16790322 7678923 24469245 1466906 412711 26696 1906313 13545629 39921187 682890 0 0 691586 1374476 701354 2029810 15177 78254 5199 76863 230 23 1 24 3139 87412 6447330 1255435 370190 6666796 3314434 318215 1787 5036 13278 6935 946 383175 242477 16027 707 735155 523221 2015 2013-07-01 2014-06-30 1 8 0 0 0 "ME" "1501 E. ST. ANDREW PLACE" "SANTA ANA" 92705 7145663000 "ORANGE" 3145515 "CO" "MA" "Y" "N" 28476673 2.25 157649.79 28634322.79 83.1135451154821 0.00014476260375671 4145.1791238905
"CA" "CA0085" "M681" "ORANGE PUBLIC LIBRARY" 12 139279 "407 E CHAPMAN AVE
ORANGE, CA 92866
(33.787868, -117.849409)" "407 E CHAPMAN AVE
ORANGE, CA 92866
" 33.787868 -117.849409 139279 1 2 0 12 13 26.03 39.03 4123832 0 0 115605 4239437 2136950 820342 2957292 96580 88276 25079 209935 1079470 4246697 41481 0 0 0 41481 0 178886 1716 13756 0 13464 0 6 0 6 86 5967 534686 45175 60063 688716 356246 2667 248 50 523 383 61 27088 24141 1232 116 134181 -1 2015 2013-07-01 2014-06-30 1 8 0 0 0 "ME" "407 E CHAPMAN AVE" "ORANGE" 92866 7142882471 "ORANGE" 3145515 "CI" "MO" "Y" "N" 2685716 2.25 15255.8325 2700971.8325 78.6284461521998 0.000161748630952787 436.878496148916
"CA" "CA0087" "M683" "OXNARD PUBLIC LIBRARY" 12 203645 "251 SOUTH A ST.
OXNARD, CA 93030
(34.200977, -119.178572)" "251 SOUTH A ST.
OXNARD, CA 93030
" 34.200977 -119.178572 203645 1 2 0 12.5 12.5 37 49.5 4145600 7500 74417 333118 4560635 1960687 1021018 2981705 230890 27466 60440 318796 858399 4158900 530000 0 0 0 530000 37958 331641 703 20591 0 15129 0 7 0 7 235 6602 520500 78393 122011 568664 307971 703 582 395 755 494 50 18511 15033 1493 96 42673 90600 2015 2013-07-01 2014-06-30 1 8 0 0 0 "ME" "251 SOUTH A ST." "OXNARD" 93030 8053857527 "VENTURA" 846178 "CI" "MO" "Y" "N" 4783068 2.25 21171.0375 4804239.0375 88.765385016331 0.000126914930915466 609.729665545697
"CA" "CA0089" "M685" "PALMDALE CITY LIBRARY" 21 155657 "700 E. PALMDALE BLVD.
PALMDALE, CA 93550
(34.579441, -118.116564)" "700 E. PALMDALE BLVD.
PALMDALE, CA 93550
" 34.579441 -118.116564 155657 1 0 0 2.5 2.5 8.25 10.75 1228770 7000 0 2000 1237770 24840 3570 28410 119005 66245 17071 202321 980053 1210784 0 0 0 50000 50000 24518 70806 662 4410 0 4333 0 10 0 10 147 2895 206683 40035 114333 318006 147265 1133 0 0 232 151 5 5839 5428 27 20 24808 26799 2015 2013-07-01 2014-06-30 1 8 0 0 0 "ME" "700 E. PALMDALE BLVD." "PALMDALE" 93550 6612675600 "LOS ANGELES" 10116705 "CI" "SO" "Y" "N" 1036948 2.25 12119.3475 1049067.3475 27.0596001332764 0.00136570610482176 1432.71768084992
"CA" "CA0092" "M688" "PALOS VERDES LIBRARY DISTRICT" 21 68795 "701 SILVER SPUR RD.
ROLLING HILLS ESTATE, CA 90274
(33.77056, -118.369013)" "701 SILVER SPUR RD.
ROLLING HILLS ESTATE, CA 90274
" 33.77056 -118.369013 68795 1 3 0 16 19 39 58 6418629 0 0 817083 7235712 4111047 1128479 5239526 275195 174459 96972 546626 1612405 7398557 0 0 0 30612 30612 204961 226503 20166 13821 798 14547 0 23 0 23 693 8580 621645 81913 45174 760184 373493 29242 522 638 1284 861 89 43226 32190 3043 48 60020 113291 2015 2013-07-01 2014-06-30 1 8 0 0 0 "ME" "701 SILVER SPUR RD." "ROLLING HILLS ESTATE" 90274 3103779584 "LOS ANGELES" 10116705 "LD" "MO" "Y" "N" 3324492 2.25 13343.6625 3337835.6625 84.3264226440412 0.000140628273994372 469.394068094238
"CA" "CA0094" "M690" "PASADENA PUBLIC LIBRARY" 12 140879 "285 E. WALNUT ST.
PASADENA, CA 91101
(34.149527, -118.144467)" "285 E. WALNUT ST.
PASADENA, CA 91101
" 34.149527 -118.144467 140879 1 9 0 24 24 80.95 104.95 12432001 0 0 190852 12622853 4540517 3263144 7803661 944092 302507 165350 1411949 3407243 12622853 0 0 0 0 0 0 676698 10185 19264 3159 16354 216 30 1 31 728 23932 1159894 104903 287889 1532365 669749 41377 41491 57041 1864 937 121 45385 32050 2177 179 199819 -1 2015 2013-07-01 2014-06-30 2 8 0 0 0 "ME" "285 E. WALNUT ST." "PASADENA" 91101 6267444066 "LOS ANGELES" 10116705 "CI" "MO" "Y" "N" 9277627 2.25 25251.8325 9302878.8325 55.4845918469189 0.000324829309332421 3021.84770596417
"CA" "CA0096" "M692" "PLACENTIA LIBRARY DISTRICT" 21 55595 "411 E. CHAPMAN AVE.
PLACENTIA, CA 92870
(33.871161, -117.860678)" "411 E. CHAPMAN AVE.
PLACENTIA, CA 92870
" 33.871161 -117.860678 55595 1 0 0 7.5 9.5 9.64 19.14 1978132 0 0 432925 2411057 1009643 243751 1253394 129626 32610 20671 182907 655017 2091318 0 0 0 0 0 86348 88261 7552 4357 4526 4827 0 9 0 9 100 3008 268361 23118 32561 238423 148241 10074 6007 3409 552 391 47 23036 19525 1280 36 30089 -1 2015 2013-07-01 2014-06-30 1 8 0 0 0 "ME" "411 E. CHAPMAN AVE." "PLACENTIA" 92870 7145281925 "ORANGE" 3145515 "LD" "SO" "Y" "N" 1269705 2.25 6623.6625 1276328.6625 72.8513972323721 0.000188418797935112 240.48431235838
"CA" "CA0098" "M694" "POMONA PUBLIC LIBRARY" 21 151713 "625 S. GAREY AVE.
POMONA, CA 91766
(34.053799, -117.750001)" "625 S. GAREY AVE.
POMONA, CA 91766
" 34.053799 -117.750001 151713 1 0 0 2 2 10.45 12.45 831902 0 0 0 831902 429736 11917 441653 41184 8223 0 49407 340841 831901 0 0 0 0 0 0 399980 0 9494 0 98 0 0 0 0 84 1508 107395 18775 40970 95291 59528 0 0 0 52 51 0 2478 2428 0 42 27158 -1 2015 2013-07-01 2014-06-30 1 8 0 0 0 "ME" "PO BOX 2271" "POMONA" 91769 9096202473 "LOS ANGELES" 10116705 "CI" "SO" "Y" "N" 5327418 2.25 12108.1275 5339526.1275 60.7328475717903 0.000271114478684447 1447.62284247915
"CA" "CA0100" "M696" "REDONDO BEACH PUBLIC LIBRARY" 21 67717 "303 N. PACIFIC COAST HWY
REDONDO BEACH, CA 90277
(33.845109, -118.387301)" "303 N. PACIFIC COAST HWY
REDONDO BEACH, CA 90277
" 33.845109 -118.387301 67717 1 1 0 10 10 17.25 27.25 3665548 0 0 101504 3767052 1406951 417410 1824361 140658 93955 35113 269726 1644177 3738264 0 0 0 0 0 0 201672 6874 20559 4584 19152 0 21 0 21 315 4800 333869 75666 60465 621139 258569 17258 116 35 431 314 36 13593 11743 530 22 57408 -1 2015 2013-07-01 2014-06-30 1 8 0 0 0 "ME" "303 N. PACIFIC COAST HWY" "REDONDO BEACH" 90277 3103180676 "LOS ANGELES" 10116705 "CI" "MO" "Y" "N" 3143064 2.25 8658.3975 3151722.3975 79.8248350150253 0.000156936492074625 494.620257056677
"CA" "CA0103" "M699" "RIVERSIDE PUBLIC LIBRARY" 11 314034 "3581 MISSION INN AVE.
RIVERSIDE, CA 92501
(33.982295, -117.372351)" "3581 MISSION INN AVE.
RIVERSIDE, CA 92501
" 33.982295 -117.372351 314034 1 7 0 8 8 51.9 59.9 5584892 12270 44540 488914 6130616 2927412 1300098 4227510 220725 20000 40000 280725 1622381 6130616 0 0 0 0 0 0 391668 1096 11455 0 16439 0 35 0 35 178 20024 1024909 250665 261916 1171893 600882 8081 0 0 1160 978 74 77065 75314 1099 282 271712 -1 2015 2013-07-01 2014-06-30 2 8 0 0 0 "ME" "PO BOX 468" "RIVERSIDE" 92502 9518265213 "RIVERSIDE" 2329271 "CI" "MO" "Y" "N" 5469310 2.25 30182.295 5499492.295 71.5503658855932 0.000195333297717544 1074.23396575457
"CA" "CA0109" "M705" "SAN BERNARDINO COUNTY LIBRARY" 21 1214591 "104 W. FOURTH ST.
SAN BERNARDINO, CA 92415
(34.106457, -117.285336)" "104 W. FOURTH ST.
SAN BERNARDINO, CA 92415
" 34.106457 -117.285336 1214591 0 32 1 8 29 148 177 14462042 89772 35933 1689266 16277013 5112067 1988995 7101062 1161081 150112 0 1311193 6483252 14895507 0 0 0 0 0 0 1048251 6886 43655 1712 53265 400 16 2 18 751 64802 3810631 708727 521011 3026943 1367966 54355 90707 226401 6345 3662 924 163635 133189 13538 783 1016475 -1 2015 2013-07-01 2014-06-30 2 8 0 0 0 "ME" "104 W. FOURTH ST." "SAN BERNARDINO" 92415 9093872220 "SAN BERNARDINO" 2112619 "CO" "MA" "Y" "N" 14932221 2.25 108534.8925 15040755.8925 66.2636332594631 0.00022774534582513 3425.46215220878
"CA" "CA0110" "M706" "SAN BERNARDINO PUBLIC LIBRARY" 12 212721 "555 W. SIXTH ST.
SAN BERNARDINO, CA 92410
(34.110179, -117.295262)" "555 W. SIXTH ST.
SAN BERNARDINO, CA 92410
" 34.110179 -117.295262 212721 1 3 0 4 4 7 11 1716128 0 0 10500 1726628 987800 231100 1218900 42400 29000 12500 83900 497228 1800028 0 0 0 0 0 0 179868 670 1906 98 8971 0 9 1 10 193 5044 334700 48324 113035 189255 77377 1216 105 49 451 400 14 11401 10380 155 60 67984 -1 2015 2013-07-01 2014-06-30 1 8 0 0 0 "ME" "555 W. SIXTH ST." "SAN BERNARDINO" 92410 9093818215 "SAN BERNARDINO" 2112619 "CI" "MO" "Y" "N" 2484894 2.25 16008.6675 2500902.6675 65.7496047133987 0.000231320279092765 578.509503029941
"CA" "CA0119" "M715" "CROWELL PUBLIC LIBRARY" 21 13341 "1890 HUNTINGTON DR.
SAN MARINO, CA 91108
(34.119178, -118.113047)" "1890 HUNTINGTON DR.
SAN MARINO, CA 91108
" 34.119178 -118.113047 13341 1 0 0 5.4 5.4 12.68 18.0799999999999 1281316 0 0 98737 1380053 738223 179496 917719 108300 35000 4000 147300 315034 1380053 0 0 0 0 0 0 88468 4642 4998 3224 2848 0 18 0 18 152 3078 226116 13939 34832 260963 143068 4956 192 137 322 190 24 10035 5987 255 40 41809 44810 2015 2013-07-01 2014-06-30 1 8 0 0 0 "ME" "1890 HUNTINGTON DR." "SAN MARINO" 91108 6263000779 "LOS ANGELES" 10116705 "CI" "SO" "Y" "N" 1255858 4.5 4513.03499999999 1260371.035 57.0918714074132 0.000306797235649642 386.678349430879
"CA" "CA0123" "M719" "SANTA ANA PUBLIC LIBRARY" 11 331953 "26 CIVIC CENTER PLAZA
SANTA ANA, CA 92701
(33.74848, -117.87419)" "26 CIVIC CENTER PLAZA
SANTA ANA, CA 92701
" 33.74848 -117.87419 331953 1 1 0 13 13 34.5 47.5 3325951 246150 276500 10000 3858601 2225697 633313 2859010 240464 67000 42229 349693 649898 3858601 80000 0 0 0 80000 80000 245170 390 9673 35 13369 0 46 0 46 107 4524 256748 78964 136237 393141 329245 -1 171 21 857 392 375 22512 17935 2745 80 25308 -1 2015 2013-07-01 2014-06-30 1 8 0 0 0 "NO" "26 CIVIC CENTER PLAZA" "SANTA ANA" 92701 7146475296 "ORANGE" 3145515 "CI" "MO" "Y" "N" 3491747 2.25 29531.8275 3521278.8275 81.3226173118322 0.000151208882815608 532.448637588527
"CA" "CA0128" "M724" "SANTA FE SPRINGS CITY LIBRARY" 21 17349 "11700 E. TELEGRAPH RD.
SANTA FE SPRINGS, CA 90670
(33.946453, -118.08412)" "11700 E. TELEGRAPH RD.
SANTA FE SPRINGS, CA 90670
" 33.946453 -118.08412 17349 1 1 0 3 3 9.25 12.25 1395300 20300 14000 59800 1489400 678000 604300 1282300 71700 41500 16500 129700 77400 1489400 0 0 0 0 0 0 60229 636 3036 34 6551 0 44 0 44 116 3276 155844 20682 31986 130640 38915 409 470 20 1223 1004 33 29909 27500 545 25 29849 -1 2015 2013-07-01 2014-06-30 1 8 0 0 0 "ME" "11700 E. TELEGRAPH RD." "SANTA FE SPRINGS" 90670 5628687738 "LOS ANGELES" 10116705 "CI" "MO" "Y" "N" 910241 4.5 4179.615 914420.615 68.5120920680869 0.000213042152566473 194.810136170758
"CA" "CA0130" "M726" "SANTA MONICA PUBLIC LIBRARY" 13 92185 "601 SANTA MONICA BLVD
SANTA MONICA, CA 90401
(34.017973, -118.493267)" "601 SANTA MONICA BLVD
SANTA MONICA, CA 90401
" 34.017973 -118.493267 92185 1 4 0 40.4099999999999 40.4099999999999 74.39 114.8 11114173 0 18436 902000 12034609 6628885 2343257 8972142 608072 269112 162483 1039667 1189952 11201761 971347 0 0 0 971347 5677853 375896 7201 27155 6480 38342 0 29 1 30 774 10996 1265286 238529 103320 1593560 407056 46553 2248 164 1944 1104 110 60685 40494 2025 161 215907 69009 2015 2013-07-01 2014-06-30 1 8 0 0 0 "ME" "PO BOX 1610" "SANTA MONICA" 90406 3104588600 "LOS ANGELES" 10116705 "CI" "MO" "Y" "N" 5755416 2.25 23442.4875 5778858.4875 71.4626736099207 0.00019581298117216 1131.57550820941
"CA" "CA0131" "M727" "BLANCHARD/SANTA PAULA PUBLIC LIBRARY DISTRICT" 31 30448 "119 N. EIGHTH ST.
SANTA PAULA, CA 93060
(34.353021, -119.06426)" "119 N. EIGHTH ST.
SANTA PAULA, CA 93060
