"STATE" "FSCS ID" "LIBRARY ID" "LIBRARY NAME" "LOCALE" "SERVICE AREA POPULATION" "LOCATION" "ADDRESS" "LATITUDE" "LONGITUDE" "UNDUPLICATED POPULATION" "CENTRAL LIBRARIES" "BRANCH LIBRARIES" "BOOKMOBILES" "MLS LIBRARIAN STAFF" "LIBRARIAN STAFF" "OTHER STAFF" "TOTAL STAFF" "LOCAL REVENUE" "STATE REVENUE" "FEDERAL REVENUE" "OTHER REVENUE" "TOTAL REVENUE" "SALARIES" "BENEFITS" "TOTAL STAFF EXPENDITURES" "PRINT EXPENDITURES" "ELECTRONIC EXPENDITURES" "OTHER COLLECTION EXPENDITURES" "TOTAL COLLECTION EXPENDITURES" "OTHER EXPENDITURES" "TOTAL EXPENDITURES" "LOCAL CAPITAL REVENUE" "STATE CAPITAL REVENUE" "FEDERAL CAPITAL REVENUE" "OTHER CAPITAL REVENUE" "TOTAL CAPITAL REVENUE" "CAPITAL EXPENDITURES" "PRINT MATERIALS" "EBOOKS" "AUDIO MATERIALS" "AUDIO DOWNLOADS" "VIDEO MATERIALS" "VIDEO DOWNLOADS" "LOCAL DATABASES" "STATE DATABASES" "TOTAL DATABASES" "PRINT SERIALS" "HOURS" "VISITS" "REFERENCES" "USERS" "TOTAL CIRCULATION" "KIDS CIRCULATION" "ELECTRONIC CIRCULATION" "LOANS TO" "LOANS FROM" "TOTAL PROGRAMS" "KIDS PROGRAMS" "YA PROGRAMS" "PROGRAM AUDIENCE" "KIDS PROGRAM AUDIENCE" "YA PROGRAM AUDIENCE" "COMPUTERS" "COMPUTER USES" "WIFI SESSIONS" "YEAR" "START DATE" "END DATE" "REPORTING STATUS" "BEA REGION" "STRUCTURE CHANGE" "NAME CHANGE" "ADDRESS CHANGE" "INTERLIBRARY RELATIONSHIP" "MAILING ADDRESS" "MAILING CITY" "MAILING ZIP" "PHONE" "COUNTY" "COUNTY POPULATION" "LEGAL BASIS" "ADMINISTRATIVE STRUCTURE" "FSCS DEFINITION" "LSABOUND" "CollectionSpace" "seatsPer" "WorkSpace" "Size" "Distance" "Weight" "SizeWeight"
"OK" "OK8002" "251" "APACHE PUBLIC LIBRARY" 42 1445 "111 E. EVANS
APACHE, OK 73006
(34.893499, -98.365706)" "111 E. EVANS
APACHE, OK 73006
" 34.893499 -98.365706 1443 1 0 0 0 0.75 0.25 1 18964 424 0 4242 23630 NA NA NA 100 0 25 125 NA 16663 0 0 0 0 0 0 16962 0 75 0 1112 0 0 35 35 0 1144 3821 7904 389 3295 375 0 0 0 0 0 0 0 0 0 6 1192 1650 2015 2013-07-01 2014-06-30 1 6 0 0 0 "NO" "P.O. BOX 593" "APACHE" 73006 5805883661 "CADDO" 29317 "CI" "SO" "Y" "N" 236207 14.25 767.7375 236974.7375 54.8657585284745 0.000332198161400044 78.7225720957581
"OK" "OK0017" "23" "CARNEGIE PUBLIC LIBRARY" 43 1716 "6 E MAIN
CARNEGIE, OK 73015
(35.105764, -98.600265)" "6 E MAIN
CARNEGIE, OK 73015
" 35.105764 -98.600265 1714 1 0 0 0 0.75 0.25 1 24356 3255 69 0 27680 NA NA NA 2846 0 40 2886 NA 27677 0 0 0 0 0 0 11206 0 496 0 425 0 0 35 35 0 780 6072 104 1226 3353 977 0 0 0 6 6 0 68 68 0 6 1059 -1 2015 2013-07-01 2014-06-30 1 6 0 0 0 "NO" "P. O. BOX 7" "CARNEGIE" 73015 5806541980 "CADDO" 29317 "CI" "SO" "Y" "N" 157921 14.25 883.59 158804.59 49.9851469598778 0.000400237754578058 63.5595925182892
"OK" "OK0002" "6" "SOUTHERN PRAIRIE LIBRARY SYSTEM" 33 29143 "421 N. HUDSON
ALTUS, OK 73521
(34.641377, -99.335261)" "421 N. HUDSON
ALTUS, OK 73521
" 34.641377 -99.335261 29103 1 1 0 2 8.25 0 8.25 616095 30236 0 181218 827549 332257 111313 443570 39078 16743 6606 62427 157146 663143 0 0 0 0 0 0 69264 23062 2216 5783 1805 76 9 35 44 65 3276 194898 26780 17393 86998 13082 7236 371 199 515 140 8 115348 4830 34 26 18315 3036 2015 2013-07-01 2014-06-30 1 6 0 0 0 "HQ" "P.O. BOX 1141" "ALTUS" 73522 5804772890 "JACKSON" 25998 "MJ" "MO" "Y" "N" 954720 3 3860.37 958580.37 2.93016928667701 0.11647013430186 111645.984433027
"OK" "OK0004" "11" "ANADARKO COMMUNITY LIBRARY" 41 6804 "215 W BROADWAY
ANADARKO, OK 73005
(35.074877, -98.253552)" "215 W BROADWAY
ANADARKO, OK 73005
" 35.074877 -98.253552 6795 1 0 0 0 1 3.05 4.05 152110 9298 0 250 161658 86499 30221 116720 6517 1350 1546 9413 27790 153923 0 0 0 5801 5801 5801 21070 23062 513 5783 583 76 3 35 38 66 2444 71760 18200 6982 54162 12969 3073 467 182 118 72 20 5243 3971 182 22 29126 -1 2015 2013-07-01 2014-06-30 1 6 0 0 0 "NO" "215 W BROADWAY" "ANADARKO" 73005 4052477351 "CADDO" 29317 "CI" "SO" "Y" "N" 290006 7 2036.34 292042.34 65.4731478001398 0.000233277878671436 68.1270175574422
"OK" "OK0021" "27" "CHICKASHA PUBLIC LIBRARY" 32 16374 "527 IOWA AVENUE
CHICKASHA, OK 73018
(35.047601, -97.93921)" "527 IOWA AVENUE
CHICKASHA, OK 73018
" 35.047601 -97.93921 16351 1 0 0 2 2 4.5 6.5 346100 25605 701 4598 377004 186974 60848 247822 36731 5744 9613 52088 64773 364683 0 0 0 38891 38891 38891 47516 23062 1826 5783 625 76 6 35 41 83 2626 71392 5772 7038 50334 17083 8971 354 158 137 128 0 1469 1445 0 12 15152 -1 2015 2013-07-01 2014-06-30 1 6 0 0 0 "NO" "527 IOWA AVENUE" "CHICKASHA" 73018 4052226075 "GRADY" 53854 "CI" "SO" "Y" "N" 651190 4.5 3185.49 654375.49 81.1753497390026 0.000151758024016339 99.3067313271236
"OK" "OK0024" "8" "WESTERN PLAINS LIBRARY SYSTEM" 33 48715 "501 S. 28TH STREET
CLINTON, OK 73601
(35.508086, -98.993736)" "501 S. 28TH STREET
CLINTON, OK 73601
" 35.508086 -98.993736 48647 1 6 1 3 16 11.78 27.78 1927604 48335 1567 22632 2000138 791745 202502 994247 157096 118150 56280 331526 513055 1838828 88824 0 0 0 88824 88824 171826 3670 4168 675 3531 0 6 35 41 152 17030 168677 10816 8252 135314 26042 15341 214 2164 525 461 10 9814 8246 100 53 56042 1686 2015 2013-07-01 2014-06-30 1 6 0 0 15 "HQ" "501 S. 28TH STREET" "CLINTON" 73601 5803230974 "CUSTER" 29500 "MJ" "MA" "Y" "N" 2338186 3 8551.35 2346737.35 61.5104419299354 0.000264303129488146 620.250025691719
"OK" "OK0031" "35" "DUNCAN PUBLIC LIBRARY" 32 23507 "2211 N. HIGHWAY 81
DUNCAN, OK 73533
(34.53319, -97.966972)" "2211 N. HIGHWAY 81
DUNCAN, OK 73533
" 34.53319 -97.966972 23474 1 0 0 1 6 3.62 9.61999999999999 562691 20616 0 0 583307 294096 164575 458671 32523 11088 17884 61495 57587 577753 0 0 5432 52111 57543 57543 50588 23062 1548 5783 2809 76 12 35 47 48 2834 102375 4524 34192 247906 44025 149997 439 265 433 318 87 11846 11307 181 14 14740 -1 2015 2013-07-01 2014-06-30 1 6 0 0 0 "NO" "2211 N. HIGHWAY 81" "DUNCAN" 73533 5802550636 "STEPHENS" 44493 "CI" "SO" "Y" "N" 715539 4.5 4616.445 720155.445 75.5124634622376 0.000175372996587016 126.295818398106
