"STATE" "FSCS.ID" "LIBRARY.ID" "LIBRARY.NAME" "LOCALE" "SERVICE.AREA.POPULATION" "LOCATION" "ADDRESS" "LATITUDE" "LONGITUDE" "UNDUPLICATED.POPULATION" "CENTRAL.LIBRARIES" "BRANCH.LIBRARIES" "BOOKMOBILES" "MLS.LIBRARIAN.STAFF" "LIBRARIAN.STAFF" "OTHER.STAFF" "TOTAL.STAFF" "LOCAL.REVENUE" "STATE.REVENUE" "FEDERAL.REVENUE" "OTHER.REVENUE" "TOTAL.REVENUE" "SALARIES" "BENEFITS" "TOTAL.STAFF.EXPENDITURES" "PRINT.EXPENDITURES" "ELECTRONIC.EXPENDITURES" "OTHER.COLLECTION.EXPENDITURES" "TOTAL.COLLECTION.EXPENDITURES" "OTHER.EXPENDITURES" "TOTAL.EXPENDITURES" "LOCAL.CAPITAL.REVENUE" "STATE.CAPITAL.REVENUE" "FEDERAL.CAPITAL.REVENUE" "OTHER.CAPITAL.REVENUE" "TOTAL.CAPITAL.REVENUE" "CAPITAL.EXPENDITURES" "PRINT.MATERIALS" "EBOOKS" "AUDIO.MATERIALS" "AUDIO.DOWNLOADS" "VIDEO.MATERIALS" "VIDEO.DOWNLOADS" "LOCAL.DATABASES" "STATE.DATABASES" "TOTAL.DATABASES" "PRINT.SERIALS" "HOURS" "VISITS" "REFERENCES" "USERS" "TOTAL.CIRCULATION" "KIDS.CIRCULATION" "ELECTRONIC.CIRCULATION" "LOANS.TO" "LOANS.FROM" "TOTAL.PROGRAMS" "KIDS.PROGRAMS" "YA.PROGRAMS" "PROGRAM.AUDIENCE" "KIDS.PROGRAM.AUDIENCE" "YA.PROGRAM.AUDIENCE" "COMPUTERS" "COMPUTER.USES" "WIFI.SESSIONS" "YEAR" "START.DATE" "END.DATE" "REPORTING.STATUS" "BEA.REGION" "STRUCTURE.CHANGE" "NAME.CHANGE" "ADDRESS.CHANGE" "INTERLIBRARY.RELATIONSHIP" "MAILING.ADDRESS" "MAILING.CITY" "MAILING.ZIP" "PHONE" "COUNTY" "COUNTY.POPULATION" "LEGAL.BASIS" "ADMINISTRATIVE.STRUCTURE" "FSCS.DEFINITION" "LSABOUND" "CollectionSpace" "seatsPer" "WorkSpace" "Size" "Distance" "Weight" "SizeWeight" "DriveDistance" "DriveWeight" "DriveSizeWeight"
"ID" "ID0024" "IDD" "SOUTH BANNOCK DISTRICT" 42 6931 "18 N MAIN
DOWNEY, ID 83234
(42.428981, -112.124367)" "18 N MAIN
DOWNEY, ID 83234
" 42.428981 -112.124367 6885 1 2 1 0 2 4.13 6.13 286569 15180 0 4406 306155 170304 24934 195238 34788 535 0 35323 175859 406420 100941 0 0 800 101741 0 59897 2026 1670 28 5223 0 1 51 52 120 4024 28709 4785 2363 59292 21099 430 1 92 263 262 1 6158 6140 18 10 2194 383 2015 "2013-10-01" "2014-09-30" 1 7 0 0 0 "ME" "PO BOX D" "DOWNEY" 83234 2088975270 "BANNOCK" 83347 "LD" "MO" "Y" "N" 870280 7 2375.01 872655.01 89.9606009995692 0.000123564951678721 107.829574142844 101.155753290169 9.77279576627343e-05 85.282791871453
"ID" "ID0056" "IDMA" "ONEIDA COUNTY DISTRICT" 43 4295 "31 N 100 W
MALAD, ID 83252
(42.186048, -112.248109)" "31 N 100 W
MALAD, ID 83252
" 42.186048 -112.248109 4267 1 0 0 0 3.48 0.31 3.79 127740 18568 0 34818 181126 89734 13205 102939 14837 0 0 14837 31225 149001 0 0 0 0 0 0 26289 2060 1544 0 1775 0 2 51 53 42 1768 50000 8300 2778 58492 23770 2848 2 53 325 275 20 11700 7000 4000 11 2300 600 2015 "2013-10-01" "2014-09-30" 1 7 0 0 0 "ME" "PO BOX 185" "MALAD" 83252 2087662229 "ONEIDA" 4184 "LD" "SO" "Y" "N" 385945 10 1857 387802 74.0777906459026 0.000182231713055472 70.6698227863383 80.8480495109797 0.000152989246724159 59.3295358581222
"ID" "ID0067" "IDMONB" "BEAR LAKE COUNTY DISTRICT" 43 5982 "138 N 6TH ST
MONTPELIER, ID 83254
(42.319273, -111.302522)" "138 N 6TH ST
MONTPELIER, ID 83254
" 42.319273 -111.302522 5943 1 1 0 0 1 3.5 4.5 289602 0 0 2661 292263 144399 27569 171968 46364 4122 2016 52502 20207 244677 0 0 0 0 0 29300 60747 3054 1980 26 4255 0 1 51 52 48 2964 75000 1200 3737 123348 70656 1335 8 112 173 114 7 5481 4497 163 11 24331 -1 2015 "2013-10-01" "2014-09-30" 1 7 0 0 0 "ME" "138 N 6TH ST" "MONTPELIER" 83254 2088471664 "BEAR LAKE" 5957 "LD" "MO" "Y" "N" 871885 7 1931.22 873816.22 89.5425682953438 0.000124721379657244 108.983564525278 127.546696161159 6.14697678373531e-05 53.7132801759135
"ID" "ID0085" "IDPRE" "LARSEN-SANT/FRANKLIN DISTRICT" 32 13224 "109 S 1ST E
PRESTON, ID 83263
(42.093832, -111.874026)" "109 S 1ST E
PRESTON, ID 83263
" 42.093832 -111.874026 13137 1 0 0 0 1 4.4 5.4 254565 0 0 27167 281732 119462 5180 124642 34822 1500 365 36687 10257 171586 0 0 0 0 0 0 47692 883 1734 0 1069 0 0 51 51 47 2450 67050 4100 4744 116376 61663 10366 147 325 106 88 4 5581 4076 90 17 24345 7450 2015 "2013-10-01" "2014-09-30" 1 7 0 0 0 "ME" "109 S 1ST E" "PRESTON" 83263 2088520175 "FRANKLIN" 13021 "LD" "SO" "Y" "N" 657811 4.5 2595.24 660406.24 66.8141172185072 0.000224008001079655 147.936281722931 82.394646252501 0.000147299751094749 97.2776747734191
