"STATE" "FSCS.ID" "LIBRARY.ID" "LIBRARY.NAME" "LOCALE" "SERVICE.AREA.POPULATION" "LOCATION" "ADDRESS" "LATITUDE" "LONGITUDE" "UNDUPLICATED.POPULATION" "CENTRAL.LIBRARIES" "BRANCH.LIBRARIES" "BOOKMOBILES" "MLS.LIBRARIAN.STAFF" "LIBRARIAN.STAFF" "OTHER.STAFF" "TOTAL.STAFF" "LOCAL.REVENUE" "STATE.REVENUE" "FEDERAL.REVENUE" "OTHER.REVENUE" "TOTAL.REVENUE" "SALARIES" "BENEFITS" "TOTAL.STAFF.EXPENDITURES" "PRINT.EXPENDITURES" "ELECTRONIC.EXPENDITURES" "OTHER.COLLECTION.EXPENDITURES" "TOTAL.COLLECTION.EXPENDITURES" "OTHER.EXPENDITURES" "TOTAL.EXPENDITURES" "LOCAL.CAPITAL.REVENUE" "STATE.CAPITAL.REVENUE" "FEDERAL.CAPITAL.REVENUE" "OTHER.CAPITAL.REVENUE" "TOTAL.CAPITAL.REVENUE" "CAPITAL.EXPENDITURES" "PRINT.MATERIALS" "EBOOKS" "AUDIO.MATERIALS" "AUDIO.DOWNLOADS" "VIDEO.MATERIALS" "VIDEO.DOWNLOADS" "LOCAL.DATABASES" "STATE.DATABASES" "TOTAL.DATABASES" "PRINT.SERIALS" "HOURS" "VISITS" "REFERENCES" "USERS" "TOTAL.CIRCULATION" "KIDS.CIRCULATION" "ELECTRONIC.CIRCULATION" "LOANS.TO" "LOANS.FROM" "TOTAL.PROGRAMS" "KIDS.PROGRAMS" "YA.PROGRAMS" "PROGRAM.AUDIENCE" "KIDS.PROGRAM.AUDIENCE" "YA.PROGRAM.AUDIENCE" "COMPUTERS" "COMPUTER.USES" "WIFI.SESSIONS" "YEAR" "START.DATE" "END.DATE" "REPORTING.STATUS" "BEA.REGION" "STRUCTURE.CHANGE" "NAME.CHANGE" "ADDRESS.CHANGE" "INTERLIBRARY.RELATIONSHIP" "MAILING.ADDRESS" "MAILING.CITY" "MAILING.ZIP" "PHONE" "COUNTY" "COUNTY.POPULATION" "LEGAL.BASIS" "ADMINISTRATIVE.STRUCTURE" "FSCS.DEFINITION" "LSABOUND" "CollectionSpace" "seatsPer" "WorkSpace" "Size" "Distance" "Weight" "SizeWeight" "DriveDistance" "DriveWeight" "DriveSizeWeight"
"AZ" "AZ0042" "AE-MOHAVE" "MOHAVE COUNTY LIBRARY DISTRICT" 42 204000 "3269 NORTH BURBANK STREET
KINGMAN, AZ 86409
(35.224368, -114.029158)" "3269 NORTH BURBANK STREET
KINGMAN, AZ 86409
" 35.224368 -114.029158 129520 0 10 2 8 10 69.3499999999999 79.3499999999999 5856087 25000 44087 131507 6056681 1680942 812296 2493238 278435 120770 133877 533082 2855572 5881892 0 0 0 0 0 68507 178748 3455 14667 1926 17170 0 7 27 34 553 17538 739713 52558 88412 835082 236169 29785 842 1551 1797 768 113 30920 21157 1599 219 168872 94599 2015 "2013-07-01" "2014-06-30" 1 6 0 0 0 "NO" "P.O. BOX 7000" "KINGMAN" 86402 9286925763 "MOHAVE" 203361 "LD" "MA" "Y" "N" 2754649 2.25 25672.5 2780321.5 90.7755781930972 0.000121356195341788 337.409239066974 116.118408788696 7.41648031211034e-05 206.201996660871
"AZ" "AZ0178" "AE-AVAICH" "AVA ICH ASIIT TRIBAL LIBRARY" 32 1028 "1605 PLANTATION ROAD
MOHAVE VALLEY, AZ 86440
(34.851592, -114.587333)" "1605 PLANTATION ROAD
MOHAVE VALLEY, AZ 86440
" 34.851592 -114.587333 653 1 0 0 0 0 2.5 2.5 167527 0 7000 1941 176468 101606 8605 110211 4463 0 0 4463 39419 154093 0 0 0 0 0 0 6221 0 256 0 150 0 14 27 41 2 2080 8508 1040 1050 1512 1008 0 36 36 648 624 0 12840 12480 0 3 1820 -1 2015 "2013-07-01" "2014-06-30" 2 6 0 0 0 "NO" "500 MERRIMAN AVENUE" "NEEDLES" 92363 9283462665 "MOHAVE" 203361 "NL" "SO" "Y" "N" 86312 14.25 814.47 87126.47 99.6143942973643 0.000100775695203624 8.78023058488773 122.764611579902 6.63519379430573e-05 5.78101013063764
"NV" "NV0001" "NV0001" "AMARGOSA VALLEY LIBRARY DISTRICT" 43 1342 "829 EAST FARM ROAD
AMARGOSA VALLEY, NV 89020
(36.568854, -116.463791)" "829 EAST FARM ROAD
AMARGOSA VALLEY, NV 89020
" 36.568854 -116.463791 1342 1 0 0 0 1 1 2 107854 9812 2875 15507 136048 NA NA NA 10865 1641 2804 15310 NA 113066 500 0 0 0 500 2582 15731 112 240 13 1477 0 0 36 36 29 2031 16234 85 685 19049 8199 59 0 18 118 116 2 1779 1757 22 5 1503 1120 2015 "2013-07-01" "2014-06-30" 1 8 0 0 0 "NO" "HCR 69 BOX 401-T" "AMARGOSA VALLEY" 89020 7753725340 "NYE" 42282 "LD" "SO" "Y" "N" 227426 14.25 873.705 228299.705 81.8606966825422 0.000149227590648407 34.0686149228921 98.8144208184722 0.000102414002903055 23.3810866506366
"NV" "NV0003" "NV0003" "BOULDER CITY LIBRARY DISTRICT" 31 15635 "701 ADAMS BOULEVARD
BOULDER CITY, NV 89005
(35.969093, -114.828817)" "701 ADAMS BOULEVARD
BOULDER CITY, NV 89005
" 35.969093 -114.828817 15635 1 0 0 5 6.75 9.86 16.61 614653 527887 3500 17000 1163040 563100 206744 769844 94645 7050 16843 118538 229613 1117995 0 0 0 0 0 0 83834 62908 4614 26786 2110 1795 8 36 44 210 3116 102000 17277 15750 112212 37029 17985 90 126 269 92 99 4064 1355 2352 14 15660 2146 2015 "2013-07-01" "2014-06-30" 1 8 0 0 0 "NO" "701 ADAMS BLVD" "BOULDER CITY" 89005 7022931281 "CLARK" 2069681 "LD" "SO" "Y" "N" 1180614 4.5 4602.225 1185216.225 22.5559568174921 0.00196552010742642 2329.56632188553 36.523668087539 0.000749637364479279 888.482367247081
"NV" "NV0005" "NV0005" "PAHRUMP COMMUNITY LIBRARY" 33 37030 "701 EAST STREET
PAHRUMP, NV 89048
(36.209605, -115.991797)" "701 EAST STREET
PAHRUMP, NV 89048
" 36.209605 -115.991797 37030 1 0 0 1 4 5.28 9.27999999999999 494086 100751 6400 74849 676086 266785 93774 360559 42845 9108 12786 64739 89149 514447 0 0 0 0 0 7400 47660 131 4720 3842 4057 0 4 36 40 44 2392 110844 4421 35179 155891 37363 1277 5 67 277 118 14 3749 1558 83 24 20226 9774 2015 "2013-07-01" "2014-06-30" 1 8 0 0 0 "NO" "701 EAST STREET" "PAHRUMP" 89048 7757275930 "NYE" 42282 "LD" "SO" "Y" "N" 735333 3 4724.7 740057.7 52.5549679775407 0.000362053248401659 267.940294289661 71.3690084133869 0.00019632729115382 145.293523538527
"NV" "NV0008" "NV0008" "LAS VEGAS-CLARK COUNTY LIBRARY DISTRICT" 11 1515619 "7060 W WINDMILL LN
LAS VEGAS, NV 89113
(36.041194, -115.246131)" "7060 W WINDMILL LN
LAS VEGAS, NV 89113
" 36.041194 -115.246131 1515619 0 25 0 100 100 394.55 494.55 36674034 18412477 641618 2159181 57887310 23970365 8594916 32565281 3634923 1727370 1979588 7341881 9333973 49241135 0 0 0 0 0 203724 2279973 95536 270777 11084 421848 6075 101 36 137 4093 62868 6440020 901790 663125 14868023 5047024 870711 2438 5486 15996 7715 731 588917 318825 17035 485 1958243 1106013 2015 "2013-07-01" "2014-06-30" 1 8 0 0 0 "NO" "7060 W WINDMILL LN" "LAS VEGAS" 89113 7027347323 "CLARK" 2069681 "LD" "MA" "Y" "N" 38718808 2.25 176486.7825 38895294.7825 17.6317190687376 0.00321670093297304 125114.531015129 22.0599748965414 0.00205489659358391 79925.8087550013
"NV" "NV0012" "NV0012" "HENDERSON DISTRICT PUBLIC LIBRARIES" 11 274270 "280 S. GREEN VALLEY PKWY.
HENDERSON, NV 89012
(36.018957, -115.082968)" "280 S. GREEN VALLEY PKWY.
HENDERSON, NV 89012
" 36.018957 -115.082968 274270 1 3 0 29 29 46.5 75.5 4636794 2007910 38332 433091 7116127 3154235 1197711 4351946 449229 219517 76600 745346 1339735 6437027 0 0 0 289972 289972 511082 360011 16456 31127 1796 21848 27 10 36 46 142 8025 1014496 156128 93719 1620726 761871 78519 617 561 1939 1075 125 40559 32082 734 147 178863 44392 2015 "2013-07-01" "2014-06-30" 2 8 0 0 0 "NO" "280 S. GREEN VALLEY PKWY" "HENDERSON" 89012 7024927252 "CLARK" 2069681 "LD" "MO" "Y" "N" 5377279 2.25 29838.225 5407117.225 15.4927960752782 0.00416620265185103 22527.1461216644 24.802092783377 0.00162563613506084 8790.00514746987
"NV" "NV0018" "NV0018" "NORTH LAS VEGAS LIBRARY DISTRICT" NA 226199 "2250 LAS VEGAS BLVD. N
NORTH LAS VEGAS, NV 89030
(0.0, 0.0)" "2250 LAS VEGAS BLVD. N
NORTH LAS VEGAS, NV 89030
" 36.2004978 -115.1214764 226199 1 2 0 6 6 13 19 3157416 8335 0 129490 3295241 1224728 578702 1803430 132133 9044 40172 181349 277438 2262217 0 0 0 0 0 0 180684 20177 3168 19511 18310 1228 1 36 37 162 6514 408672 52916 92648 648150 285407 44536 136771 87703 338 303 9 12265 11814 74 60 87226 0 2015 "2013-07-01" "2014-06-30" 1 8 0 0 7 "NO" "2250 LAS VEGAS BLVD. N. STE. 133" "NORTH LAS VEGAS" 89030 7026331070 "CLARK" 2069681 "LD" "MO" "Y" "N" 2632912 2.25 18118.4325 2651030.4325 4.85433923881825 0.0424365191501049 112500.503716297 5.06853741285247 0.0389255436594049 103192.80084269
