"STATE" "FSCS.ID" "LIBRARY.ID" "LIBRARY.NAME" "LOCALE" "SERVICE.AREA.POPULATION" "LOCATION" "ADDRESS" "LATITUDE" "LONGITUDE" "UNDUPLICATED.POPULATION" "CENTRAL.LIBRARIES" "BRANCH.LIBRARIES" "BOOKMOBILES" "MLS.LIBRARIAN.STAFF" "LIBRARIAN.STAFF" "OTHER.STAFF" "TOTAL.STAFF" "LOCAL.REVENUE" "STATE.REVENUE" "FEDERAL.REVENUE" "OTHER.REVENUE" "TOTAL.REVENUE" "SALARIES" "BENEFITS" "TOTAL.STAFF.EXPENDITURES" "PRINT.EXPENDITURES" "ELECTRONIC.EXPENDITURES" "OTHER.COLLECTION.EXPENDITURES" "TOTAL.COLLECTION.EXPENDITURES" "OTHER.EXPENDITURES" "TOTAL.EXPENDITURES" "LOCAL.CAPITAL.REVENUE" "STATE.CAPITAL.REVENUE" "FEDERAL.CAPITAL.REVENUE" "OTHER.CAPITAL.REVENUE" "TOTAL.CAPITAL.REVENUE" "CAPITAL.EXPENDITURES" "PRINT.MATERIALS" "EBOOKS" "AUDIO.MATERIALS" "AUDIO.DOWNLOADS" "VIDEO.MATERIALS" "VIDEO.DOWNLOADS" "LOCAL.DATABASES" "STATE.DATABASES" "TOTAL.DATABASES" "PRINT.SERIALS" "HOURS" "VISITS" "REFERENCES" "USERS" "TOTAL.CIRCULATION" "KIDS.CIRCULATION" "ELECTRONIC.CIRCULATION" "LOANS.TO" "LOANS.FROM" "TOTAL.PROGRAMS" "KIDS.PROGRAMS" "YA.PROGRAMS" "PROGRAM.AUDIENCE" "KIDS.PROGRAM.AUDIENCE" "YA.PROGRAM.AUDIENCE" "COMPUTERS" "COMPUTER.USES" "WIFI.SESSIONS" "YEAR" "START.DATE" "END.DATE" "REPORTING.STATUS" "BEA.REGION" "STRUCTURE.CHANGE" "NAME.CHANGE" "ADDRESS.CHANGE" "INTERLIBRARY.RELATIONSHIP" "MAILING.ADDRESS" "MAILING.CITY" "MAILING.ZIP" "PHONE" "COUNTY" "COUNTY.POPULATION" "LEGAL.BASIS" "ADMINISTRATIVE.STRUCTURE" "FSCS.DEFINITION" "LSABOUND" "CollectionSpace" "seatsPer" "WorkSpace" "Size" "Distance" "Weight" "SizeWeight" "DriveDistance" "DriveWeight" "DriveSizeWeight"
"CO" "CO0059" "FSCS0059" "JACKSON COUNTY PUBLIC LIBRARY" 43 1353 "412 4TH STREET
WALDEN, CO 80480
(40.731479, -106.282354)" "412 4TH STREET
WALDEN, CO 80480
" 40.731479 -106.282354 1337 1 0 0 0 1.57 0 1.57 61084 3000 0 0 64084 NA NA NA 7438 0 0 7438 NA 79216 0 0 0 0 0 805 18970 0 971 0 96 0 0 0 0 12 1648 7690 1026 1199 8880 3972 0 0 0 19 11 2 519 396 43 8 2485 551 2015 "2014-01-01" "2014-12-31" 1 7 0 0 0 "ME" "PO BOX 398" "WALDEN" 80480 9707234602 "JACKSON" 1396 "CO" "SO" "Y" "N" 260997 14.25 813.9075 261810.9075 79.4850559637077 0.000158281089613427 41.4397157117801 111.965153416929 7.97690171347674e-05 20.8843987664365
"CO" "CO0001" "FSCS0001" "RANGEVIEW LIBRARY DISTRICT" 21 359495 "5877 EAST 120TH AVENUE
THORNTON, CO 80602
(39.914076, -104.919411)" "5877 EAST 120TH AVENUE
THORNTON, CO 80602
" 39.914076 -104.919411 355322 0 7 1 24 35 77.5 112.5 13190581 76036 7076 482586 13756279 4422220 1322131 5744351 1149377 302155 467192 1918724 6277227 13940302 0 0 0 0 0 52901 303465 19642 34578 12133 53424 0 36 0 36 816 17734 1261398 26872 120829 2267091 970034 217943 2936 7885 2505 1464 682 57020 39689 11857 312 295710 195951 2015 "2014-01-01" "2014-12-31" 1 7 0 0 0 "ME" "5877 EAST 120TH AVENUE" "THORNTON" 80602 3032882001 "ADAMS" 480718 "LD" "MO" "Y" "N" 5113719 2.25 41140.9125 5154859.9125 85.1769908174951 0.000137833699846317 710.513413929337 92.0308946524662 0.000118068137438192 608.624708623675
"CO" "CO0007" "FSCS0007" "AURORA PUBLIC LIBRARY" 11 344637 "14949 E ALAMEDA PARKWAY
AURORA, CO 80012
(39.709076, -104.81416)" "14949 E ALAMEDA PARKWAY
AURORA, CO 80012
